coffee_name,total_score,roast_level,agtron_ground,agtron_roast,price_per_100g,roaster_country,origin_country
Ethiopia Bench Maji Gesha Special Natural Lot 03,95,Light,64,81,176.37,Taiwan,Ethiopia
Ethiopia Yirgacheffe Kochere Debo Premium Lot Washed Process,94,Light,62,80,202.38,Taiwan,Ethiopia
Ethiopia Natural Yirgacheffe Burtukaana Danche,94,Medium Light,60,78,154.32,Taiwan,Ethiopia
Ethiopia Hateso Guji Washed,94,Medium Light,59,78,5.88,USA,Ethiopia
Guatemala El Injerto Pacamara,94,Medium Light,58,74,12.93,USA,Guatemala
Colombia Finca Samboni Gesha Anaerobic Natural,95,Light,62,80,13.23,USA,Colombia
Colombia Tres Dragones,94,Light,64,84,8.11,USA,Colombia
Rwanda Cyesha Natural,94,Medium Light,58,74,7.64,USA,Rwanda
Espresso No. 3,94,Medium Light,54,78,5.88,Guatemala,Guatemala
Finca Santa Isabel,94,Medium Light,58,76,3.82,Guatemala,Guatemala
Colombia Castillo Fruit Maceration Series (Passionfruit),95,Medium Light,58,78,11.02,USA,Colombia
Colombia Castillo Fruit Maceration Series (Strawberry),94,Medium Light,61,78,11.02,USA,Colombia
Colombia Castillo Fruit Maceration Series (Peach),94,Medium Light,60,77,11.02,USA,Colombia
Full Moon Espresso,95,Medium,48,64,275.0,Taiwan,Costa Rica
Ethiopia Sidama Tamiru Tadesse Anaerobic Natural Special Auction Lot,95,Light,62,80,8.82,Taiwan,Ethiopia
Colombia La Esperanza 100% Geisha Hanashaku,94,Light,65,81,440.92,Taiwan,Colombia
Kona Extra Fancy,95,Medium Light,58,74,13.52,USA,USA
Costa Rica Las Lajas Perla Negra,94,Medium Light,57,76,5.57,USA,Costa Rica
Ecuador COE 1st place Arashi Typica Mejorado Washed,96,Light,62,80,4000.0,Taiwan,Ecuador
Ethiopia Getu Kurume Natural,95,Light,64,86,202.82,Taiwan,Ethiopia
Fruit of the Goddess Espresso Blend,94,Medium Light,52,70,121.15,Taiwan,Ethiopia
Papua New Guinea Wahgi Valley Sigri Estate Peaberry,94,Medium Light,57,77,242.29,Taiwan,Papua New Guinea
Kenya Nyeri Asali Peaberry,95,Medium Light,60,77,220.26,Taiwan,Kenya
Memories of Autumn,94,Light,64,82,175.93,Taiwan,Colombia
Ethiopia Gera Estate Anaerobic Natural,95,Medium Light,60,78,6.47,USA,Ethiopia
Colombia Cauca Finca El Paraiso Double-Anaerobic Flor Lychee,95,Medium Light,60,78,424.6,Taiwan,Colombia
Costa Rica Cerro Dragon Geisha Honey,94,Medium Light,59,78,8.82,USA,Costa Rica
Guatemala Washed El Injerto EI05 Mocca,96,Light,61,81,1058.2,Taiwan,Guatemala
Taiwan Natural Alishan Zhuo-Wu Geisha,95,Medium Light,60,78,1200.0,Taiwan,Taiwan
Ethiopia Natural Guji Uraga Tome 74110 Lot K06,95,Light,63,85,143.3,Taiwan,Ethiopia
Kenya Gathaithi AA,94,Medium Light,58,76,5.6,USA,Kenya
Ethiopia Guji Uraga Tobutu Tuta G1 Experimental LOT 181NA2021,95,Light,72,90,12.5,Japan,Ethiopia
Colombia Jardines del Eden Pink Bourbon Wine Yeast Honey,94,Light,64,86,12.0,Canada,Colombia
Colombia Cerro Azul Enano,94,Medium Light,60,77,7.64,USA,Colombia
Peru Incahuasi,94,Medium Light,58,78,7.64,USA,Peru
Reina de la Asuncion Ecuador,94,Medium Light,58,74,5.88,USA,Ecuador
Ethiopia Guji Uraga More Floral Kudume Washed,95,Light,65,82,275.0,Taiwan,Ethiopia
Ethiopia Guji Uraga More Floral Kudume Natural,94,Medium Light,62,77,275.0,Taiwan,Ethiopia
Kenya Nyeri Hill,94,Medium Light,60,78,6.45,USA,Kenya
Kenya AA TOP Nairobi Rose,94,Medium Light,60,77,176.37,Taiwan,Kenya
Kahiko,96,Medium Light,56,74,21.14,USA,Unknown
Kenya Ndumberi Peaberry,94,Medium Light,58,77,6.8,USA,Kenya
Taiwan Alishan Espresso Pacamara Natural,94,Medium,48,67,1000.0,Taiwan,Taiwan
Ethiopia Gera Reserve Anaerobic Natural,94,Light,62,84,6.88,USA,Ethiopia
Kenya Ngaita Peaberry,94,Medium Light,60,77,6.8,USA,Kenya
Kenya AB,94,Light,64,84,326.09,Taiwan,Kenya
Kona Noir,94,Light,62,80,25.57,USA,USA
Kona Red Bourbon,94,Medium Light,60,78,17.28,USA,USA
Kenya Washed Nyeri Hill Farm AA Top,96,Medium Light,60,77,171.96,Taiwan,Kenya
Ethiopia Nano Genji,95,Light,62,80,7.5,USA,Ethiopia
Ethiopia Natural Sidama Abebe 74110,95,Light,62,80,264.55,Taiwan,Ethiopia
Ethiopia Natural Guji TAMIRU 74158 Kakalove Lot,95,Light,64,84,308.64,Taiwan,Ethiopia
Rwanda Sholi Natural Single-Origin Espresso,94,Medium Light,56,72,6.47,USA,Rwanda
Guatemala Washed Finca El General Lot SummerEnd Espresso,94,Medium Light,56,74,105.82,Taiwan,Guatemala
Guatemala Washed Acatenango Finca El General Pacamara Espresso,94,Medium Light,58,78,154.32,Taiwan,Guatemala
Finca Cerro Azul Aces Lot,94,Medium Light,61,79,14.22,USA,Mexico
Gachatha Kenya,96,Medium Light,59,77,7.05,USA,Kenya
Geisha Spirit,94,Medium Light,58,78,11.61,USA,Colombia
Colombia Sudan Rume,95,Light,64,82,35.27,USA,Colombia
El Duende Peru,94,Medium Light,58,76,5.0,USA,Peru
Ethiopia Yirgacheffe G1 Idido Natural,95,Light,65,85,275.0,Taiwan,Ethiopia
Colombia Pink Bourbon Filadelfia,95,Light,64,82,9.17,USA,Colombia
Ethiopia Kayon Mountain,94,Medium Light,60,78,5.88,USA,Ethiopia
Kenya,95,Medium Light,62,77,264.32,Taiwan,Kenya
Karen J Kona Red Bourbon,96,Medium Light,58,78,24.23,USA,USA
Ethiopia Worka Sakaro,95,Medium Light,60,78,6.47,USA,Ethiopia
Colombia Geisha,94,Medium Light,58,76,10.58,USA,Colombia
Colombia Don Ruiz Anaerobic,95,Medium Light,60,78,8.38,USA,Colombia
Colombia FUDAM Nariño,94,Light,62,80,5.44,USA,Colombia
Ethiopia Durato Bombe,95,Light,68,92,7.05,USA,Ethiopia
Pantan Musara Sumatra,94,Medium Light,58,76,6.17,USA,Indonesia
Sumatra Takengon Gayo Natural,94,Light,62,80,4.74,USA,Indonesia
Nano Genji #7,95,Medium Light,58,78,5.59,USA,Ethiopia
Panama Auromar Camilina Geisha Natural,95,Medium Light,60,78,44.09,USA,Panama
Tio Conejo Colombia,94,Medium Light,58,76,7.94,USA,Colombia
Panama Auromar Ironman Geisha Washed Process,94,Medium Light,60,78,44.09,USA,Panama
Cruz Loma,94,Medium Light,57,75,11.02,USA,Ecuador
Panama Elida Washed Gesha,95,Light,64,84,40.0,USA,Panama
El Salvador Finca La Esperanza,94,Medium Light,62,78,6.09,Taiwan,El Salvador
Panama Hacienda La Esmeralda Super Mario Geisha Yeast Washed,95,Medium Light,60,77,2083.33,Taiwan,Panama
Quartet Kaffe Blend No.10,94,Medium Light,56,72,250.0,Taiwan,Panama
Ethiopia Anasora Extended Natural Special Lot,94,Medium Light,60,76,440.0,Taiwan,Ethiopia
Ethiopia Honey Yirgacheffe Idido G1,95,Medium Light,60,80,154.32,Taiwan,Ethiopia
Taiwan Natural Alishan Ching-Ye Farm,94,Medium Light,58,76,485.01,Taiwan,Taiwan
Hawaii Ka‘ū Bourbon Anaerobic Natural,95,Medium Light,57,74,26.46,USA,USA
Chelchele Ethiopia,94,Medium Light,58,78,5.59,USA,Ethiopia
Colombia Antioquia Magico,94,Light,62,80,11.17,USA,Colombia
Costa Rica Hacienda La Minita,94,Medium Light,57,73,5.14,USA,Costa Rica
El Salvador Aida Batlle La Florida Natural,95,Medium Light,56,74,5.48,USA,El Salvador
Colombia Geisha Cordillera,95,Medium Light,58,78,28.66,USA,Colombia
Ethiopia Raro Boda,94,Medium Light,56,74,6.47,USA,Ethiopia
Costa Rica Bounty Gesha,94,Medium Light,60,78,11.6,USA,Costa Rica
Panama Static Gesha Natural,95,Medium Light,58,77,13.23,USA,Panama
Panama La Mula Geisha Washed,95,Light,60,82,3000.0,Taiwan,Panama
Costa Rica San Gabriel SL28 Anaerobic Natural,94,Medium Light,58,76,300.0,Taiwan,Costa Rica
Burundi Kibingo Intenso,94,Medium Light,57,74,6.17,USA,Burundi
Ecuador Peñaherrera AAA,95,Medium Light,58,76,7.35,USA,Ecuador
Panama Hacienda La Esmeralda Porton 5N49 Gesha Natural,95,Medium Light,60,77,28.66,USA,Panama
Kona SL34 Champagne Natural Uluwehi Farm,95,Medium Light,58,76,26.46,USA,USA
Ethiopia Yirgacheffe Adado,94,Medium Light,60,78,5.58,USA,Ethiopia
Tanzania Mbeya Mimba,95,Medium Light,58,76,5.51,USA,Tanzania
Costa Rica La Chumeca,94,Medium Light,60,78,6.76,USA,Costa Rica
Gesha Spirits,95,Medium Light,60,77,15.71,USA,Colombia
Kenya Nyeri Hill Farm AA TOP,94,Medium Light,59,79,153.88,Taiwan,Kenya
Costa Rica Las Montañas Honey,94,Medium Light,60,78,4.12,USA,Costa Rica
Colombia Finca La Guaca Ají,94,Light,62,80,11.46,USA,Colombia
Kenya Washed Kiambu Uklili AB Espresso,96,Medium Light,54,72,176.37,Taiwan,Kenya
Karatina Kenya,95,Medium Light,58,76,6.76,USA,Kenya
Karamo Ethiopia,94,Medium Light,60,78,5.59,USA,Ethiopia
Ethiopia Natural Shakisso Mormora 74112,95,Medium Light,54,76,143.3,Taiwan,Ethiopia
Ethiopia Washed Shakisso Mormora 74112,95,Medium Light,58,78,143.3,Taiwan,Ethiopia
Tang Bohu Espresso Blend,95,Medium,45,70,286.6,Taiwan,Costa Rica
Colombia Quindio Anaerobic Natural,94,Medium Light,60,78,8.82,USA,Colombia
Colombia Tres Dragones Natural,94,Medium Light,58,76,7.35,USA,Colombia
Colombia Finca Jardines del Eden Ice Fermentation Natural,94,Medium Light,58,74,500.0,Taiwan,Colombia
Honduras Natural San Vicente Belarmino Contreras Pacas,94,Medium Light,58,78,121.25,Taiwan,Honduras
Chasing Horizon Natural Espresso,95,Medium,48,64,352.73,Taiwan,Ethiopia
Supernatural,95,Medium Light,56,74,5.42,USA,Ethiopia
Ethiopia Alemaza Natural SOE,95,Medium Light,58,77,158.73,Taiwan,Ethiopia
Kona Natural Espresso,95,Medium Light,57,77,27.76,USA,USA
Colombia Tres Dragones,95,Medium Light,60,76,7.94,USA,Colombia
Colombia Quindio Anaerobic Natural,94,Medium Light,61,79,8.82,USA,Colombia
Colombia Pink Bourbon,94,Medium Light,60,77,11.17,USA,Colombia
Peru Gesha,94,Medium Light,60,77,8.82,USA,Peru
Ecuador Loja Hacienda La Papaya Bourbon Sidra 168hr Anaerobic Natural,95,Light,64,84,292.04,Taiwan,Ecuador
Panama Finca Deborah Afterglow Geisha Natural,95,Light,62,80,474.29,China,Panama
Colombia Exótico De Altura,94,Medium Light,54,74,5.29,USA,Colombia
Ethiopia Dawencho 74110 Natural Espresso,94,Medium Light,58,77,620.0,Taiwan,Ethiopia
Kenya Nyeri Yerihar AA Top Lot 21/01,94,Medium Light,57,78,204.55,Taiwan,Kenya
Colombia Wush Wush Dynamic Natural,95,Light,75,93,16.5,Japan,Colombia
Rwanda Gatare,94,Medium Light,58,80,6.47,USA,Rwanda
Costa Rica Naranjo Danilo Salazar Arias,94,Medium Light,60,77,6.76,USA,Costa Rica
Ethiopia Guji Shakiso G1 Honey,94,Medium Light,59,77,176.37,Taiwan,Ethiopia
Yemen Haraaz Red Mahal Aqeeq ul Station Natural,97,Medium Light,58,76,15.43,USA,Yemen
Brazil Fazenda Samambaia Natural Fermentation Arara,95,Medium Light,58,76,264.55,Taiwan,Brazil
Costa Rica Canet Musician Series Bach Raisin Honey,94,Medium Light,60,77,242.29,Taiwan,Costa Rica
Peru Amazonas Los Santos Geisha Natural,95,Light,64,80,418.5,Taiwan,Peru
Ethiopia Odola Washed,95,Light,60,82,5.57,USA,Ethiopia
Minanga Village Sulawesi,94,Medium Light,54,72,7.05,USA,Indonesia
Ka‘ū Tropical Punch Washed,94,Medium Light,58,74,22.05,USA,USA
Kenya Peaberry Top Hill Farm Espresso,95,Medium,45,58,275.0,Taiwan,Kenya
Ethiopia Belayneh Bariso Natural,95,Medium Light,58,76,5.73,USA,Ethiopia
Kona SL34 Champagne Natural Uluwehi Farm,94,Medium Light,57,74,26.46,USA,USA
Yemen Al Mashtal Al Burhani,95,Medium Light,58,74,26.46,USA,Yemen
Ka‘ū Lactic Natural,95,Medium Light,60,77,26.46,USA,USA
Colombia Finca El Paraiso Castillo Red Plum,94,Light,62,80,14.11,USA,Colombia
Ethiopia Guji Uraga Tebe Burku Natural,94,Medium Light,58,74,154.19,Taiwan,Ethiopia
British Style Espresso Blend,95,Medium,50,64,220.26,Taiwan,Ethiopia
Costa Rica Brunca Rivense Las Moras Black Honey,94,Medium Light,62,76,176.21,Taiwan,Costa Rica
Ethiopia Yirgacheffe Hama Washed,94,Medium Light,62,76,154.19,Taiwan,Ethiopia
Peru Washed Santa Monica Gesha,96,Medium Light,58,77,617.28,Taiwan,Peru
Taiwan Washed Alishan Ching-Ye Farm SL34,94,Medium Light,56,74,352.73,Taiwan,Taiwan
Ethiopia Guji Odo Shakiso,94,Medium Light,60,76,5.29,USA,Ethiopia
Ethiopia Sidamo Karamo,95,Light,62,80,7.64,USA,Ethiopia
Gigesa Ethiopia,94,Medium Light,56,74,5.59,USA,Ethiopia
Oahu Triple-Bourbon “Sparkling” Yeast Ferment,94,Medium Light,54,74,14.99,USA,USA
Colombia Ibague Tolima,94,Light,64,80,7.64,USA,Colombia
Kenya Karatu,94,Medium Light,60,76,6.91,Kenya,Kenya
Ecuador Taza Dorada Finca Cruz Loma,96,Medium Light,60,77,123.46,USA,Ecuador
Kona Bourbon Champagne Natural Uluwehi Farm,95,Medium Light,57,74,26.46,USA,USA
Panama Hacienda La Esmeralda Geisha Washed,95,Medium,46,60,800.0,Taiwan,Panama
Peru Garden of Eden Farcent Geisha Anaerobic Washed,94,Medium Light,62,78,700.0,Taiwan,Peru
Pointu Laurina,95,Medium,46,60,29.08,USA,Unknown
Ecuador Finca Cruz Loma,95,Medium Dark,40,54,3600.0,Taiwan,Ecuador
Aged Sumatra Semiga,94,Medium Dark,40,50,8.82,USA,Indonesia
Indonesia Sumatra Kerinci Valley,94,Medium,47,60,7.2,USA,Indonesia
Ka’u Classic Dark,94,Medium,47,61,10.05,USA,USa
Sumatra Boru Batak,95,Medium Light,57,79,6.17,USA,Indonesia
Barokah Honey Sumatra,95,Medium Light,58,80,5.59,USA,Indonesia
Colombia Finca La Primavera Sidra,96,Light,64,82,14.11,USA,Colombia
Ethiopia Natural Guji Dasaya SP,95,Medium Light,58,78,154.32,Taiwan,Ethiopia
Ethiopia Anaerobic Shantawene,94,Medium Light,58,80,5.88,USA,Ethiopia
Ethiopia Bensa Asefa Qonqana,94,Light,64,86,7.64,USA,Ethiopia
Ethiopia Durato Bombe,94,Medium Light,58,78,5.59,USA,Ethiopia
Ethiopia Washed Shantawene,94,Medium Light,60,78,5.88,USA,Ethiopia
Indonesia Sumatra Natural Aceh Musara SC19,94,Light,62,80,154.32,Taiwan,Indonesia
Kenya Washed Kabingara AA,94,Medium Light,57,77,158.73,Taiwan,Kenya
Kenya Nyeri Jungle Estate Red Cherry SLD Anaerobic Natural,95,Medium Light,57,77,330.4,Taiwan,Kenya
Lugmapata Ecuador,95,Medium Light,60,80,7.94,USA,Ecuador
Red Sunset by Andres Cardona,94,Medium Light,55,73,7.05,USA,Colombia
Macarena Colombia,94,Medium Light,60,78,7.94,USA,Colombia
Haraaz Red Yemen,94,Medium Light,58,78,11.02,USA,Yemen
El Salvador Anarquia Pacamara,94,Light,60,82,6.47,USA,El Salvador
Colombia Sidra Natural Signature Selection,96,Light,62,80,40.56,USA,Colombia
Colombia Finca El Paraiso Geisha Letty,97,Light,64,84,35.27,USA,Colombia
Monarch Estate Pacamara,94,Medium Light,60,80,36.11,USA,Unknown
Uluwehi Farm Kona SL34 Yeast-Fermentation Washed Peaberry,94,Medium Light,56,72,35.27,USA,USA
Ka’u IPA Natural,95,Medium Light,58,78,22.05,USA,USA
Ecuador Finca Lugmapata Mejorado,95,Light,64,80,10.58,USA,Ecuador
Shakiso Natural,94,Medium Light,58,76,5.59,USA,Ethiopia
Cerro Azul Geisha Honey Process,94,Medium Light,58,76,15.87,USA,Colombia
La Esmeralda Diamond Mountain Washed Coffee,94,Medium Light,60,78,208.89,Taiwan,Panama
Karen J Kona Red Bourbon Natural Anaerobic,95,Medium Light,56,76,22.02,USA,USA
El Salvador Finca Mileydi Pacamara,95,Medium Light,60,78,7.35,USA,El Salvador
El Salvador Las Veraneras Red Bourbon,94,Medium Light,58,78,5.58,USA,El Salvador
Costa Rica Brunca Rivense La Guaca Passion Honey,94,Medium Light,58,78,176.21,Taiwan,Costa Rica
Hunkute by Nordic Approach,94,Light,64,88,53.4,Taiwan,Ethiopia
Schweik’s Blend,94,Light,62,80,3.95,USA,Unknown
Whiskey Dreams Moka Java,94,Medium Light,58,76,5.29,USA,Ethiopia
Black Level Blend,94,Medium Light,57,74,326.67,Taiwan,Colombia
Karindundu Kenya,94,Medium Light,58,78,6.47,USA,Kenya
Colombia Geisha Natural,94,Medium Light,60,76,15.41,USA,Colombia
Pacas Estate El Salvador Natural,94,Medium Light,54,72,4.7,USA,El Salvador
Hunapu Natural Guatemala,94,Medium Light,56,76,5.59,USA,Guatemala
Kabiufa Papua New Guinea,95,Light,60,82,5.29,USA,Papua New Guinea
Ethiopia Natural Sidama TAMIRU 74158,96,Medium Light,60,78,352.73,Taiwan,Ethiopia
Bedhatu Jibicho Natural,95,Medium Light,60,76,5.88,USA,Unknown
Ethiopia Natural Guji DoReMi,95,Medium Light,57,77,92.59,Taiwan,Ethiopia
Sabana Redonda SL28 Costa Rica,94,Medium Light,58,80,7.94,USA,Costa Rica
Ethiopia Bench Maji Gesha Village Dimma Illubabor Forest A6 Natural,95,Light,64,82,420.35,Taiwan,Ethiopia
Sumatra Siamang Forest,94,Medium Light,54,72,7.35,USA,Indonesia
Yemen Jabal Nabi Special Reserve,94,Medium Light,57,73,12.3,USA,Yemen
Kenya Gakuyuini AA,94,Medium Light,58,76,4.98,USA,Kenya
Hacienda Esmeralda Ethiopian Accessions,95,Light,62,80,11.02,USA,Panama
Gelena Geisha,94,Medium Light,60,78,5.59,USA,Ethiopia
Ethiopia Anaerobic Natural,94,Medium Light,59,77,11.02,USA,Ethiopia
Rainy Day Espresso Blend,94,Medium Light,54,72,152.17,Taiwan,Costa Rica
Ethiopia Tamiru Tadesse Tesema Anaerobic Natural,95,Medium Light,62,78,130.07,Taiwan,Ethiopia
Ethiopia Aphrodite Washed Espresso,96,Medium,44,60,374.78,Taiwan,Ethiopia
Kona Tropical Punch Washed,94,Medium Light,60,76,22.05,USA,USA
Ka’u Bourbon Champagne Natural,94,Medium Light,58,76,26.46,USA,USA
Cerro Azul Geisha,95,Medium Light,58,80,13.23,USA,Colombia
Panama Mama Cata Geisha Champagne Natural,95,Light,64,88,44.09,USA,Panama
Ethiopia Yirgacheffe Worka Sakaro,95,Medium Light,57,79,7.35,USA,Ethiopia
El Socorro Maracaturra,95,Medium Light,60,74,7.64,USA,Guatemala
Guatemala Acatenango Gesha,94,Light,62,80,10.58,USA,Guatemala
Kenya Kirinyaga,94,Medium Light,60,80,176.37,Taiwan,Kenya
Hacienda La Esmeralda Montañas 71AS,96,Medium Light,59,77,66.67,United Kingdom,Panama
Kenya Nyeri Gatomboya,94,Medium Light,57,77,5.29,USA,Kenya
Ethiopia Bench Maji Natural Gesha,94,Light,62,80,242.5,Taiwan,Ethiopia
Panama Hacienda La Esmeralda Gesha,94,Light,64,84,29.39,USA,Panama
Natural Ka’u Maragogipe,94,Medium Light,62,78,16.75,USA,USA
Costa Rica Volcan Azul San Isidro Red Honey,95,Medium Light,58,76,6.47,USA,Costa Rica
Ethiopia Demeka Becha,96,Medium Light,60,78,6.46,USA,Ethiopia
Sweet Holiday Blend,94,Medium Light,58,76,6.17,USA,Ethiopia
Ethiopia Washed Sidama Bensa Bombe,94,Light,60,82,165.34,Taiwan,Ethiopia
Panama Abu Geisha Lot 6,95,Medium Light,58,80,22.05,USA,Panama
Panama Finca Mi Finquita Geisha Afrodita Natural,96,Medium Light,59,81,1102.29,Taiwan,Panama
Panama El Burro Estate Natural Gesha,95,Medium Light,58,77,0.88,Taiwan,Panama
Panama La Viuda Natural Geisha 4 Hermanos,94,Light,60,84,0.88,Taiwan,Panama
Colombia Huila Finca Monteblanco Rodrigo Sanchez,94,Medium Light,58,78,87.94,China,Colombia
Ninety Plus Panama Gesha Estate MS Joseph Brodsky 2307,95,Medium Light,58,82,560.0,China,Panama
Espresso,94,Medium Light,56,80,27.76,USA,Unknown
Kenya Kainamui AB,94,Medium Light,58,76,6.6,USA,Kenya
Kona Mocca®,95,Medium Light,57,78,39.66,USA,USA
Karen J Kona Red Bourbon,95,Medium Light,56,78,22.02,USA,USA
Ethiopia Olonso Qeka,94,Medium Light,58,80,11.67,USA,Ethiopia
Ethiopia Wate Mini Natural Espresso,94,Medium Light,58,80,154.19,Taiwan,Ethiopia
Ethiopia Sidama Bensa Farmer Tamiru 74158 Natural,96,Light,64,82,507.05,Taiwan,Ethiopia
BNT Espresso Blend,94,Medium Light,56,72,154.19,Taiwan,Honduras
Holiday Coffee,96,Medium Light,58,80,22.02,USA,Unknown
Mama Cata Mokkita,97,Medium Light,57,79,132.28,USA,Panama
Ethiopia Tamiru Tadesse Anaerobic,96,Light,62,80,127.87,USA,Ethiopia
Laura’s Reserve SL34,96,Medium Light,60,78,27.76,USA,Unknown
Ethiopia Tamiru Tadesse Natural,95,Light,64,80,23.37,USA,Ethiopia
Puna Arakawa Estate Lactic Natural,95,Medium Light,60,78,26.46,USA,Unknown
100% Kona Bourbon Pointu Laurina,95,Medium Light,56,78,27.76,USA,USA
Colombia Java El Eden,94,Medium Light,58,78,5.86,USA,Colombia
Ethiopia Shantawene Natural,95,Medium Light,60,76,6.47,USA,Ethiopia
Ethiopia Buno Dambi Uddo,94,Light,65,83,7.35,USA,Ethiopia
Ethiopia Worka Sakaro Anaerobic Natural,94,Medium,56,64,4.7,USA,Ethiopia
Ethiopia Durato Bombe Natural,94,Light,64,80,6.47,USA,Ethiopia
SÖT Coffee Roaster Colombia Wush Wush Dynamic Natural,96,Light,76,92,1680.0,Japan,Colombia
Colombia Trujillo Experimental Process,94,Medium Light,57,77,7.35,USA,Colombia
Colombia La Siria Geisha,96,Medium Light,60,78,83.77,USA,Colombia
Guatemala Santa Felisa Wild Yeast Natural Gesha,96,Light,62,88,330.69,Taiwan,Guatemala
Colombia Granja La Esperanza Las Margaritas Gesha Honey,95,Light,62,80,26.46,USA,Colombia
Tanzania Acacia Hills Gesha Peaberry,95,Medium Light,62,78,70.55,USA,Tanzania
Colombia La Palma Y El Tucán Gesha Natural,94,Medium Light,56,72,35.27,USA,Colombia
Peru Yanesha Geisha Washed Anaerobic,94,Medium Light,59,77,800.0,Taiwan,Peru
Guatemala Geisha,94,Light,62,80,500.0,Taiwan,Guatemala
Costa Rica La Rejolla Washed Geisha,94,Medium Light,58,80,11.02,USA,Costa Rica
Bekele Heto Natural Ethiopia,95,Medium Light,58,80,5.59,USA,Ethiopia
El Salvador El Matazano Pacamara,95,Medium Light,60,77,6.17,USA,El Salvador
Ethiopia Guji Mormora Organic Natural,94,Light,62,80,5.57,USA,Ethiopia
Chelbesa Ethiopia,95,Medium Light,58,78,7.94,USA,Ethiopia
Colombia La Riviera Sudan Rume,94,Medium Light,58,76,10.57,USA,Colombia
Alaka Ethiopia,94,Medium Light,62,78,5.29,USA,Ethiopia
Ethiopia Guji Uraga Tebe Burka Natural G1,94,Light,64,82,220.0,Taiwan,Ethiopia
Sweet Kenya J36 Espresso,95,Medium Light,52,76,333.33,Taiwan,Kenya
Acatenango Santa Felisa Wild Yeast Natural Sudan Rume Full Moon Lot 4,94,Medium Light,60,76,264.55,Taiwan,Guatemala
Guatemala Finca El General Slow Dry 6,94,Medium Light,58,78,165.34,Taiwan,Guatemala
Ethiopia Yirgacheffe Washed Banko Gotiti 3,94,Medium Light,58,80,121.25,Taiwan,Ethiopia
Ethiopia Natural Yirgacheffe Adado Feysa Dira,94,Medium Light,58,76,123.46,Taiwan,Ethiopia
Guatemala Finca El General SummerEnd Espresso,94,Medium Light,52,72,99.21,Taiwan,Guatemala
Guatemala El Injerto Natural Legendary Gesha 7,95,Light,62,80,529.1,Taiwan,Guatemala
Kenya Gachatha Nyeri AA,96,Medium Light,60,76,6.61,USA,Kenya
Ethiopia Super Wush,95,Light,62,80,7.64,USA,Ethiopia
Ethiopia Worka Sakaro Anaerobic Natural,94,Medium Light,59,77,5.73,USA,Ethiopia
Kenya Athena AB Espresso,94,Medium,46,60,374.78,Taiwan,Kenya
Colombia La Esperanza Anaerobic,94,Medium Light,54,74,12.35,USA,Colombia
Ethiopia Gogogu Bekaka #1,94,Light,64,86,7.35,USA,Ethiopia
Kenya Gichathaini,95,Medium Light,60,78,7.33,USA,Kenya
Ethiopia Kochere Hama Jet Washing Station,94,Light,64,84,176.21,Taiwan,Ethiopia
Elida Estate Dragonfly Catuai Lot 13,94,Medium Light,55,71,6.61,USA,Panama
Elida Estate ASD Natural Catuai 15,94,Medium Light,57,75,8.82,USA,Panama
Yemen Sheba Auction Lot 1: Wadi Al Mahjr,95,Medium Light,56,78,440.92,Taiwan,Yemen
Yemen Port of Mokha Al-Jabal,94,Medium Light,58,76,21.16,USA,Yemen
Colombia La Esperanza Potosí Anaerobic Process,94,Medium Light,57,73,5.57,USA,Colombia
Panama Hacienda La Esmeralda Ethiopia Accessions,95,Light,62,82,22.0,USA,Panama
Guji Hamasho Washed,94,Medium Light,56,82,7.33,USA,Ethiopia
Kona Red Wine Process,94,Medium Light,56,76,22.0,USA,USA
Candelilla Geisha Natural,95,Light,62,80,9.48,USA,Costa Rica
Kiamugumo Kenya,95,Medium Light,58,80,6.17,USA,Kenya
Ethiopia Sidama Ardi,95,Light,64,86,5.59,USA,Ethiopia
Colombia Gesha,94,Medium Light,60,77,7.94,USA,Colombia
Ethiopia Kayon Mountain Washed,94,Medium Light,60,78,5.86,USA,Ethiopia
Ethiopia Gedeb Worka Wuri,95,Light,62,80,7.64,USA,Ethiopia
Mama Cata Mokkita,95,Medium Light,54,72,23.52,USA,Panama
Kenya Karatina,94,Medium Light,56,74,6.91,USA,Kenya
La Reforma El Salvador Natural,94,Medium Light,58,77,6.03,USA,El Salvador
Panama Geisha,94,Light,62,82,712.0,Taiwan,Panama
Guatemala COE-NW#2 Sierra Roja Geisha Washed,96,Medium Light,60,80,600.0,Taiwan,Guatemala
Guatemala La Voz,94,Medium Light,58,76,6.17,USA,Guatemala
Cafe Granja La Esperanza Sudan Rume,94,Medium Light,59,77,17.64,China,Colombia
Ethiopia Guji Laayoo Natural,95,Light,64,84,7.33,USA,Ethiopia
Colombia Cafe Granja La Esperanza Sidra Natural,95,Medium Light,58,80,25.71,USA,Colombia
Kenya Gatomboya,94,Medium Light,56,76,7.05,USA,Kenya
Nicaragua La Bendicion Yellow Maracaturra Natural,94,Light,64,86,8.79,USA,Nicaragua
Kona Lactic Washed,94,Medium Light,60,76,22.0,USA,USA
Kenya Kamwangi,95,Medium Light,58,78,7.05,USA,Kenya
Ethiopia Bench Maji Gesha Village Oma Geisha 1931 Lot 55 Natural,94,Light,64,86,668.14,Taiwan,Ethiopia
Ethiopia Guji Natural Euphora Special Lot,94,Medium Light,59,79,141.09,Taiwan,Ethiopia
Sudan Rume,95,Medium Light,57,74,13.23,USA,Colombia
