coffee_name,total_score,roast_level,agtron_ground,agtron_roast,price_per_100g,roaster_country,origin_country
Jingle Bell Natural Yirgacheffe,95,Light,58,84,4.41,Taiwan,Ethiopia
Rwanda Abakundakawa,94,Medium Light,58,82,4.34,USA,Rwanda
Ethiopia Nekisse,94,Light,63,79,9.98,USA,Ethiopia
"Finca El Injerto Patagonia, Guatemala",94,Medium Light,59,78,8.8,USA,Guatemala
Colombia Geisha,94,Medium,46,68,8.81,USA,Colombia
Colombia La Esperanza Cerro Azul Geisha,96,Medium Light,58,81,15.43,USA,Colombia
Ethiopia Washed Yirgacheffe Aroma Roast,94,Medium,53,64,209.44,Taiwan,Ethiopia
Bourbon Duets,94,Medium,47,59,0.22,Taiwan,Unknown
Lycello Panama Gesha,95,Medium Light,56,71,10.02,USA,Panama
Karatu Kenya AA,94,Medium,53,67,4.99,USA,Kenya
Kenya Mamuto,96,Medium Light,61,76,7.35,USA,Kenya
Kenya Thunguri – Top Auction Lot,94,Medium,49,62,5.57,USA,Kenya
Kenya Nyeri AA Tegu,95,Medium Light,56,76,450.0,Taiwan,Kenya
Panama Gesha Estates: Perci Estate 29 Natural,95,Medium Light,60,78,19.84,USA,Panama
Ethiopia Hachira,94,Medium Light,58,74,11.02,USA,Ethiopia
Goldilocks Espresso,94,Medium Light,56,75,4.41,USA,Unknown
Roastmaster’s Reserve Esmeralda,97,Medium,52,66,8.81,USA,Panama
Panama Don Pachi Natural Geisha,94,Medium Light,61,77,26.45,USA,Panama
Ethiopia Nanno Challa Cooperative,94,Medium,53,66,4.98,USA,Ethiopia
"Esmeralda Leon, Panama Geisha Auction Lot",96,Medium Light,52,73,17.61,USA,Panama
Panama Don Pachi Natural Geisha,94,Medium Light,55,78,26.43,USA,Panama
Gelena Abaya Natural Processed Ethiopia,94,Light,66,88,4.41,USA,Ethiopia
Ulos Batak Sumatra,94,Medium Light,57,82,4.41,USA,Indonesia
Maui Mokka Peaberry,95,Medium Dark,42,55,10.58,USA,USA
Kona Maragogipe Honey S.O. Espresso,94,Medium,53,63,705.47,Taiwan,USA
Panama Lerida Estate,94,Medium,51,61,5.73,USA,Panama
Kenya Mamuto,95,Medium Light,58,76,8.52,USA,Kenya
Colombian La Esperanza,94,Medium Light,58,73,3.96,USA,Colombia
Colombia Finca Villa Loyola,94,Medium Light,60,72,5.39,USA,Colombia
El Vergel Guatemala,97,Medium Light,61,75,4.85,USA,Guatemala
Kenya Nyeri AA Gaturiri,94,Medium Dark,45,52,7.05,USA,Kenya
Colombia Huila Monserrate Yaneth Gil Microlot,94,Medium,54,63,4.19,USA,Colombia
Colombia El Roble Single Origin Espresso,94,Medium,48,59,5.22,USA,Colombia
Kenya AA Top Single Origin Espresso,96,Medium,47,59,308.65,Taiwan,Kenya
El Salvador Santa Rita,94,Medium Light,56,80,3.31,USA,El Salvador
Kenya Meru Kinjo Peaberry,94,Medium Light,54,72,5.88,USA,Kenya
Ethiopia Yirgacheffe Gedeo Worka Fair Trade Organic Certified,94,Light,59,89,52.08,USA,Ethiopia
Rusty’s Hawaiian Red Caturra Natural,94,Medium,55,64,9.92,USA,USA
Guatemala El Injerto Pacamara,95,Medium,54,64,7.71,USA,Guatemala
Guatemala El Diamante,94,Medium Light,53,70,4.56,USA,Guatemala
Honey Pot Espresso,94,Medium Light,55,74,4.7,USA,Unknown
Mocha Java,95,Medium,47,62,2.79,USA,Unknown
Guatemala Pandora Pacamara Medium-Light Roast,96,Medium,52,63,11.02,Taiwan,Guatemala
Panama Geisha Aroma Roast,95,Medium,49,71,1146.38,Taiwan,Panama
Starlight Blend,96,Medium,54,67,3.3,USA,Unknown
Kenya Nyeri AB Gichatha-ini Signature Series,97,Medium,45,60,4.85,USA,Kenya
Colombia Tolimas,95,Medium,50,56,4.41,USA,Colombia
Ethiopia Harrar,94,Medium,48,70,4.53,USA,Ethiopia
El Salvador Nombre de Dios,94,Medium Light,53,73,4.12,USA,El Salvador
Panama Elida Estate,95,Medium Light,54,80,4.12,USA,Panama
Panama Elida Estate Natural Process,94,Medium Light,52,76,4.12,USA,Panama
Ethiopia Sidamo Guji,94,Medium Light,57,81,3.67,USA,Ethiopia
Kenya Karinga,95,Medium,52,67,5.88,USA,Kenya
Kenya Karatu AA,95,Medium,50,68,8.8,USA,Kenya
Kenya Giakanja,94,Medium Light,51,75,6.75,USA,Kenya
Kenya AA Kiaora Estate Full City Roast,94,Medium,47,56,3.75,USA,Kenya
Kenya Kiandu,95,Medium Light,54,81,6.76,USA,Kenya
Kenya Kirinyaga Kii Peaberry Espresso,94,Medium Dark,37,49,4.1,USA,Kenya
Sumatra Lake Tawar,94,Medium,49,56,4.63,USA,Indonesia
Espresso Nuevo,95,Medium Dark,39,54,3.81,USA,Unknown
Nicaragua SHG,94,Medium,50,61,3.53,USA,Nicaragua
Costa Rica Micro Lot “Pepe” Honey Processed,95,Medium Light,53,69,4.38,USA,Costa Rica
Panama Gesha 2011,94,Medium,53,68,11.01,USA,Panama
Guatemala Xeucalvitz,95,Medium Light,58,79,136.36,USA,Guatemala
Kenya Gethembwini,95,Medium Light,57,73,6.17,USA,Kenya
Ibonia Kenya Peaberry,94,Medium,51,69,170.45,USA,Kenya
Colombia Finca Cerro Azul,95,Medium Light,57,68,8.38,USA,Colombia
El Patron Nicaragua Espresso,94,Medium Dark,46,53,2.86,Canada,Nicaragua
Ethiopia Yirgacheffe Addis Ketema North Italian Espresso Roast,94,Medium,50,59,4.7,USA,Ethiopia
Bolivia Caranavi Cenaproc Co-op,94,Medium Dark,43,55,4.19,USA,Bolivia
Kenya Ndiara,94,Medium,52,68,5.44,USA,Kenya
Guatemala La Conception,95,Medium,53,59,4.98,USA,Guatemala
Colombia La Escuelita,95,Medium Light,57,65,147.73,USA,Colombia
Kenya Thiriku Top Auction Lot,95,Medium,54,64,5.95,USA,Kenya
Extra Fancy Kona Coffee Medium Roast,94,Medium Light,55,71,8.81,USA,USA
El Salvador La Montana Pacamara,94,Medium,55,61,4.63,USA,El Salvador
Stars of Formosa Blend,94,Medium Light,54,78,264.55,Taiwan,Unknown
Kenya Kagongo Peaberry,95,Medium,45,59,5.59,USA,Kenya
Kenya Peaberry Muthunzunni Estate,95,Medium Dark,43,54,4.1,USA,Kenya
Kenya Kangunu,95,Medium,50,66,6.17,USA,Kenya
Ethiopia Konga Co-op Yirgacheffe,95,Medium,50,66,4.69,USA,Ethiopia
Honduras David Mancia,94,Medium Light,57,73,119.32,USA,Honduras
Hawaii Isla Kona Mauka,94,Medium Light,53,71,13.28,USA,USA
Ethiopia Nekisse Espresso,94,Medium,48,56,11.16,USA,Ethiopia
Panama Mama Cata Geisha,95,Medium,47,62,15.5,USA,Panama
El Salvador Pacamara Finca Los Alpes The Bank,94,Medium Light,58,78,4.39,USA,El Salvador
Honduras Fernandez Farm,94,Medium Light,54,73,7.94,USA,Honduras
Resiprocate Verita Espresso,94,Medium Dark,40,49,2.0,Canada,Unknown
Ka’u Coffee Natural Dried,95,Medium,46,67,11.9,USA,USA
Stars of Italy Espresso,96,Medium,46,60,264.55,Taiwan,Unknown
Guatemala Hunapu Antigua Bourbon,97,Medium,48,58,4.41,USA,Guatemala
Kenya Bourbon French Mission,94,Medium Light,55,83,264.55,Taiwan,Kenya
Kenya Peaberry Kirinyaga Kii,94,Medium Light,49,73,4.39,USA,Kenya
El Salvador Pacamara Finca Los Alpes Tierra Fertil,94,Medium Light,56,69,3.51,USA,El Salvador
Panama Esmeralda Mario Carnival,94,Medium,52,68,15.5,USA,Panama
Panama La Esmeralda Especial Mario San Jose,94,Medium,49,62,12.35,USA,Panama
Mocha Java Espresso,95,Medium,48,57,3.31,Canada,Unknown
Ethiopia Nekisse,96,Medium,50,65,11.16,USA,Ethiopia
Sumatra Aceh Pondok,94,Medium Light,58,83,3.51,USA,Indonesia
Ethiopian Sidamo Fair Trade/Organic,95,Medium Light,57,76,3.81,USA,Ethiopia
People’s Daily Espresso,94,Medium,48,57,3.53,Canada,El Salvador
Tanzanian Songea Peaberry,94,Medium,47,62,3.88,Canada,Tanzania
La Esperanza Colombia Huila,95,Medium Light,63,72,4.98,USA,Colombia
Ethiopia Yirga Cheffe Koke Espresso,94,Medium Light,53,72,105.11,USA,Ethiopia
Ethiopia Sidama ARDI,95,Medium Light,54,76,113.64,USA,Ethiopia
Sumatra Lake Tawar,94,Medium,46,60,3.2,USA,Indonesia
Ethiopia Yirgacheffe,94,Medium Light,59,82,3.82,USA,Ethiopia
Sulawesi Toraja,94,Medium,49,71,385.01,USA,Indonesia
Indonesia Blue Batak Peaberry,94,Medium Dark,39,53,1245.71,USA,Indonesia
Romance by Paradise,94,Light,62,89,10.7,USA,Unknown
"Ethiopia Washed Yirgacheffe, Koke Grade 1",97,Medium Light,49,78,6.37,Taiwan,Ethiopia
Kenya AA Top,96,Medium,49,64,79.66,Taiwan,Kenya
Costa Rica Finca Cerro Palado,95,Medium Light,55,77,5.33,USA,Costa Rica
Ethiopia Yirgacheffe Koke,94,Medium,51,70,93.62,USA,Ethiopia
Kenya Gichathaini,94,Medium Light,52,82,45.88,USA,Kenya
La Esmeralda,95,Medium Light,55,82,11.29,USA,Panama
Sumatra Danau Toba,94,Medium Light,58,73,5.18,USA,Indonesia
Kenya Githiru,95,Medium Light,53,75,233.63,USA,Kenya
Panama Elida Estate Natural,95,Medium Light,55,79,123.6,USA,Panama
Fair Trade Organic Ethiopia Yirgacheffe,94,Medium,45,61,98.18,USA,Ethiopia
Hacienda La Esmeralda Special Mario Carnaval,96,Light,59,99,123.62,USA,Panama
Panama El Burro Estate,94,Medium,44,73,219.28,USA,Panama
Ka’u Bourbon,95,Medium,49,69,32.87,USA,USA
Kenya Peaberry Thika Gethumbwini,96,Light,57,90,76.13,USA,Kenya
Burundi Kinyovu,95,Medium Light,53,77,5.53,USA,Burundi
Bonsai Blend Espresso,94,Medium Dark,37,47,68.18,USA,Unknown
Ethiopia Yirgacheffe Beloya Selection 8,95,Light,65,91,22.96,USA,Ethiopia
Romance by Paradise,95,Medium,51,66,6.42,USA,Unknown
Kenya AA Gachatha,95,Medium,47,58,104.06,USA,Kenya
“Kona Sweet” 100% Kona,97,Light,62,83,2008.52,USA,USA
Kenya Ndiara Full Flavor Roast,96,Medium Light,56,75,12.45,USA,Kenya
Kenya Ndaroini Microlot,95,Medium,52,69,5.75,USA,Kenya
Kenya Mamuto,96,Medium,49,69,32.87,USA,Kenya
Sumatra Lintong,94,Medium Light,55,75,22.05,USA,Indonesia
Panama Elida Natural,95,Medium Light,57,81,10.37,USA,Panama
Sumatra Danau Toba,94,Medium Light,50,74,63.49,USA,Indonesia
Ethiopia Sidamo Special Prep,95,Light,71,98,24.18,USA,Ethiopia
El Salvador Finca Kilimanjaro,95,Light,71,99,11.95,USA,El Salvador
El Salvador Finca Siberia Pacamara,94,Medium,50,56,5.07,USA,El Salvador
Panama Esmeralda Especial,94,Light,57,86,200.59,USA,Panama
La Esmeralda Panama,95,Medium Light,54,71,51.92,USA,Panama
Panama Esmeralda Lot 9,94,Medium Light,54,79,118.06,USA,Panama
Ethiopia Awassa Special,94,Light,57,85,41.72,USA,Ethiopia
Kenya Peaberry Nyeri-Tatu,94,Medium,48,63,122.58,USA,Kenya
El Salvador Pacamara Tierra Fertil Los Alpes Reserva,94,Light,75,97,9.47,USA,El Salvador
Ruvuma Tanzanian Peaberry,95,Medium,44,63,168.52,USA,Tanzania
Ethiopia Sidamo Natural Korate,94,Medium Light,52,73,54.07,USA,Ethiopia
Kenya AA Nyeri Tatu,94,Medium Dark,42,46,213.26,USA,Kenya
Kenya Peaberry Ruera Estate,96,Medium Dark,46,54,134.6,USA,Kenya
Brazil Fazenda Boa Vista,94,Medium,55,65,416.54,USA,Brazil
Panama Elida Estate,95,Light,64,82,72.29,USA,Panama
Ethiopia Yirgacheffe Aricha Selection #7,94,Medium,49,65,106.56,USA,Ethiopia
Guatemala El Injerto,94,Medium Light,58,72,6.51,USA,Guatemala
Kenya Mamuto,97,Medium,53,65,13.31,USA,Kenya
Sumatra Danau Toba,96,Medium Light,58,78,260.88,USA,Indonesia
Organic Colombia,95,Medium,51,62,4.35,USA,Colombia
Colombia Tolima Jairo Guiterrez Micro-Lot 07,95,Medium,52,59,4.7,USA,Colombia
Tres Santos Micro-Lot La Dorada Cauca,94,Medium Light,56,66,462.48,USA,Colombia
Nectar,94,Medium Light,52,75,140.51,USA,Panama
La Minita Costa Rica,94,Medium Light,59,79,100.77,USA,Costa Rica
Kenya Kigutha,95,Medium,53,65,4.89,USA,Kenya
Hacienda La Esmeralda,94,Medium Light,54,76,113.76,USA,Panama
Kenya AA Mathareini,94,Medium,50,59,4.14,USA,Kenya
Sumatra Lake Tawar,95,Medium,48,63,326.82,USA,Indonesia
Kenyan Highland Cooperatives,96,Medium Dark,44,56,619.3,USA,Kenya
Esmeralda Especial Best of Panama,97,Medium,44,58,405.76,USA,Panama
Esmeralda Especial Panama,94,Medium,51,66,30.44,USA,Panama
Rwanda Karaba Fair Trade,96,Medium Light,53,69,9.1,USA,Rwanda
Kenya Karogoto,96,Medium Light,52,71,30.12,USA,Kenya
Panama Hacienda La Esmeralda Gesha,96,Medium,51,69,18.19,USA,Panama
Panama Esmeralda Especial,97,Medium,51,65,80.14,USA,Panama
Kenya AA Wagamuga Auction Lot,97,Medium,45,70,323.34,USA,Kenya
Aricha Selection Seven Ethiopia Yirgacheffe,95,Light,63,86,52.2,USA,Ethiopia
Kenya Peaberry Deep River Estate,95,Medium,44,58,477.67,USA,Kenya
Ethiopia Biloya Special,97,Medium Light,57,78,57.46,USA,Ethiopia
Huila El Palacio Colombia,94,Medium,55,66,414.95,USA,Colombia
El Salvador Los Planes Cup of Excellence 2006,95,Medium,50,62,111.72,USA,El Salvador
Natural Decaf Espresso,94,Dark,30,44,286.6,USA,Unknown
Decaf Organic Caffe Volcan,94,Medium Dark,39,57,159.26,USA,Unknown
"Colombia Cauca, Special Micro-Lot Selection Juvenal Penna",94,Medium,46,58,194.62,USA,Colombia
Colombia El Castillo Micro-Lot Nelson Melo,94,Medium Dark,46,53,98.84,USA,Colombia
Colombia Hato Viejo Cup of Excellence,94,Medium,49,65,106.56,USA,Colombia
Colombia Tolima Reynel Perez Micro-Lot,96,Medium,52,66,13.17,USA,Colombia
Colombia Huila Supremo,94,Medium Light,57,68,5.63,USA,Colombia
Kenyan AA,96,Medium Light,55,72,252.88,USA,Kenya
El Salvador Los Planes Pacamara,96,Medium Light,58,71,10.38,USA,El Salvador
El Salvador Pacamara Los Planes,95,Medium,49,60,3.89,USA,El Salvador
Panama Esmeralda Especial,95,Medium Light,56,69,7.64,USA,Panama
Nicaragua El Progresso COE Lot #1,95,Medium Light,55,71,11.13,USA,Nicaragua
Kenya Mamuto Kirinyaga,96,Medium,52,65,7.39,USA,Kenya
Sumatra Lake Tawar,94,Medium Dark,46,54,134.6,USA,Indonesia
Sumatra Lake Tawar,94,Medium Dark,42,51,76.73,USA,Indonesia
Belle Espresso,94,Medium Dark,43,49,4.88,USA,Ethiopia
Colombia Pitalito Estate,94,Medium,56,63,7.52,USA,Colombia
"Hamma Cooperative Yirgacheffe, Fair-Trade Organic",95,Medium Light,54,73,51.33,USA,Ethiopia
Sumatra Golden Mandheling,94,Medium,51,68,122.5,USA,Indonesia
Guatemala Antigua – Finca La Tacita,94,Medium,51,64,75.6,USA,Guatemala
Kenya AA Nyeri Fine Cup,94,Dark,35,43,205.91,USA,Kenya
El Salvador Montecarlos Tablon Crater,94,Medium Light,55,72,47.23,USA,El Salvador
El Salvador Montecarlos Peaberry,94,Medium,53,64,249.35,USA,El Salvador
Nicaragua Maragogipe Organic,94,Medium Dark,46,54,134.6,USA,Nicaragua
"Kenya AA, 2003 Crop",95,Medium,49,66,10.0,USA,Kenya
Kenya AA,94,Medium,43,76,180.28,USA,Kenya
Kenya,94,Medium Dark,42,47,106.72,USA,Kenya
Fair Trade Organic Guatemala,94,Very Dark,0,66,184.51,USA,Guatemala
Nicaraguan Maracaturra Light Roast,94,Medium Light,75,63,224.33,USA,Nicaragua
Elm City House Blend,94,Dark,38,43,198.56,USA,Unknown
Vienna Roast,94,Medium Dark,38,44,198.57,USA,Unknown
