coffee_name;total_score;roaster_location;coffee_origin;roast_level;est._price;agtron_ground;agtron_roast;price_per_100g;price_per_ounce;origin_country;clean_location
Ichamama Kenya;94.0;Madison, Wisconsin;Nyeri County, Central Highlands, Kenya;Medium Light;$16.10/12 ounces;56.0;74.0;4,73;45673,00;Kenya;madison, wisconsin
Las Flores Espresso;95.0;Madison, Wisconsin;Santa Maria de Dota valley, Tarrazu growing region, Costa Rica;Medium Light;$15.80/12 ounces;57.0;78.0;4,64;45884,00;Rica;madison, wisconsin
El Salvador Finca Medrano Pacamara Nohemi Ventura;94.0;Seoul, South Korea;Chalatenango growing region, northwestern El Salvador;Light;KRW 40,000/500 grams;62.0;87.0;8;;Salvador;seoul, south korea
Ethiopia Jimma Agaro;95.0;Columbus, Ohio;Jimma Zone, Oromia State, Ethiopia;Light;$20.00/12 ounces;66.0;87.0;5,88;20.0;Ethiopia;columbus, ohio
Rwanda Silverback Espresso;95.0;Taoyuan City, Taiwan;Rwanda.;Medium Dark;NT $1,200/16 ounces;43.0;52.0;0,22;;;taoyuan city, taiwan
Ecuador “Mama Kilya” Espresso;94.0;Taoyuan City, Taiwan;Ecuador.;Medium Dark;NT $2,000/16 ounces;44.0;50.0;0,44;;;taoyuan city, taiwan
Ethiopia Hambela;94.0;Lexington, Virginia;Hambela district, Oromia growing region, southern Ethiopia;Medium Light;$18.95/12 ounces;55.0;78.0;5,57;18.95;Ethiopia;lexington, virginia
Kenya Nyeri Peaberry;95.0;Tulsa, Oklahoma;Nyeri County, Central Highlands, Kenya.;Medium Light;$14.40/12 ounces;55.0;76.0;4,23;45761,00;;tulsa, oklahoma
Panama Lino Esmeralda Geisha Natural;96.0;La Jolla, California;Cañas Verdes, Boquete growing region, western Panama.;Light;$51.00/8 ounces;67.0;88.0;22,49;51.0;;la jolla, california
Ethiopia Sidama Akrabi;94.0;Lake, Michigan;Guji Zone, Sidama Province, southern Ethiopia.;Medium Light;$15.00;58.0;71.0;;;;lake, michigan
Kenya AA Gakuyuri;94.0;Jackson, Mississippi;Kirinyaga growing district, south-central Kenya.;Medium Light;$15.25/12 ounces;60.0;75.0;4,48;15.25;;jackson, mississippi
Kenya Embu Gakui Peaberry;95.0;Torrington, Connecticut;Kiambu County, south-central Kenya.;Medium Light;$17.50/12 ounces;54.0;70.0;5,14;45794,00;;torrington, connecticut
Kenya AA Kigwandi Estate;95.0;Branford, Connecticut;Nyeri County, Central Highlands, Kenya.;Medium Light;$17.99/16 ounces;59.0;75.0;3,97;17.99;;branford, connecticut
Ethiopia Yirgacheffe Buna Ababa;94.0;San Diego, California;Yirgacheffe growing region, southern Ethiopia.;Medium Light;$15.00/8 ounces;57.0;76.0;6,61;15.0;;san diego, california
Panama Don Pepe Fully Washed Geisha;96.0;Sacramento, California;Boquete growing region, western Panama.;Medium Light;$40.00/8 ounces;58.0;72.0;17,64;40.0;;sacramento, california
Golden Mean Espresso Blend;94.0;Newport Beach, California;Not disclosed.;Medium;$14.95/12 ounces;48.0;60.0;4,39;14.95;;newport beach, california
Finca La Mula Panama Geisha;97.0;Madison, Wisconsin;Chiriqui, western Panama.;Medium;$59.95/8 ounces;52.0;66.0;26,43;59.95;;madison, wisconsin
S.O. Espresso Brazil Fazenda Santa Ines;94.0;Ramsey, Minnesota;Carmo de Minas growing region, Minas Gerais State, Brazil.;Medium;$12.95/12 ounces;47.0;60.0;3,81;35034,00;;ramsey, minnesota
Black House;94.0;San Diego, California;"Oromia region, southern Ethiopia; Mandheling growing region, northern Sumatra, Indonesia.";Medium Light;$14.00/12 ounces;55.0;69.0;4,12;14.0;;san diego, california
Kenya Gachatha AA;96.0;Los Angeles, California;Nyeri growing region, south-central Kenya.;Medium Light;$24.95/12 ounces;54.0;76.0;7,33;24.95;;los angeles, california
Burundi Kayanza Province Mpanga Washing Station;94.0;Seattle, Washington;Kayanza Province, northern Burundi.;Medium Light;$21.00/12 ounces;54.0;74.0;6,17;21.0;;seattle, washington
Ethiopia Yirgacheffe Dabub Matebya;94.0;Bedford, New Hampshire;Yirgacheffe growing region, south-central Ethiopia.;Light;$15.00/12 ounces;65.0;87.0;4,41;15.0;;bedford, new hampshire
Yemen Haraaz Red A+;94.0;Boulder, Colorado;Haraz (also spelled Haraaz) growing region, north-central Yemen;Medium Light;$19.00/8 ounces;54.0;74.0;8,38;19.0;Yemen;boulder, colorado
El Salvador Finca Loma La Gloria;94.0;La Jolla, California;El Boqueron, Volcan de San Salvador, El Salvador.;Light;$18.99/12 ounces;78.0;99.0;5,58;18.99;;la jolla, california
Ethiopia Sidama Ardi;95.0;Seattle, Washington;Guji Zone, Sidama Province, southern Ethiopia.;Medium Light;$19.00/12 ounces;57.0;78.0;5,59;19.0;;seattle, washington
Ethiopia Washed Limu Gera;94.0;Chia-Yi, Taiwan;Limu Woreda, southwest Ethiopia.;Medium Light;$17.00/16 ounces;61.0;79.0;3,75;17.0;;chia-yi, taiwan
Ethiopia Aricha;94.0;Sacramento, California;Yirgacheffe growing region, southern Ethiopia.;Light;$24.00/16 ounces;62.0;88.0;5,29;24.0;;sacramento, california
Ace Espresso;94.0;Toronto, Ontario, Canada;"Kenya; Brazil.";Medium Light;$16.00/16 ounces;55.0;72.0;3,53;16.0;;toronto, ontario, canada
Colombia Special Process Microlot 511 “Memory Orchard” Espresso;94.0;Taoyuan City, Taiwan;Colombia;Medium;NT $2,000/16 ounces;47.0;56.0;0,44;;Colombia;taoyuan city, taiwan
Costa Rica Sonora Bourbon Natural;94.0;Sacramento, California;Central Valley, Costa Rica.;Light;$19.00/12 ounces;68.0;92.0;5,59;19.0;;sacramento, california
The Secret Coffee;94.0;Taichung, Taiwan;Yirgacheffe growing region, southern Ethiopia.;Light;NTD $600/227 grams;66.0;99.0;264,32;;;taichung, taiwan
Panama Finca Hartmann;95.0;Sacramento, California;Santa Clara, Panama.;Light;$17.50/12 ounces;63.0;81.0;5,14;45794,00;;sacramento, california
Sumatra Ulos Batak;94.0;Sacramento, California;Lintong growing region, North Sumatra Province, Indonesia.;Medium Light;$18.00/12 ounces;54.0;70.0;5,29;18.0;;sacramento, california
Espresso Blend;94.0;Hsinchu City, Taiwan;"Panama; Sidamo and Yirgacheffe growing regions, southern Ethiopia; Bolivia; Brazil.";Medium;NT $520/225 grams;52.0;68.0;231,11;18.34215167548501;;hsinchu city, taiwan
Sillvia Solkiln N2 Level 95;96.0;Pu’Er, Yunnan Province, China;Silla Del Pando, Volcan, Panama.;Medium Light;RMB $350/75 grams;59.0;80.0;466,67;;;pu’er, yunnan province, china
Sweet Maria’s Acatenango Gesha;94.0;Pu’Er, Yunnan Province, China;Acatenango growing region, central Guatemala.;Medium Light;RMB $234/125 grams;60.0;74.0;187,2;;;pu’er, yunnan province, china
Keremara AA Kenya;95.0;Lee, Massachusetts;Nyeri growing region, south-central Kenya.;Medium Light;$18.45/12 ounces;60.0;79.0;5,42;18.45;;lee, massachusetts
Tchembe Gedeo Ethiopia;94.0;Lee, Massachusetts;Gedeo Zone, southern Ethiopia.;Medium Light;$30.95/12 ounces;58.0;72.0;9,1;30.95;;lee, massachusetts
Ethiopia Yirgacheffe Gedeo;95.0;Bedford, New Hampshire;Yirgacheffe growing region, south-central Ethiopia.;Light;$14.50/12 ounces;64.0;94.0;4,26;45791,00;;bedford, new hampshire
Finca La Aurora Camilina Geisha;95.0;Boulder, Colorado;Piedra Candela, Chiriqui Province, far western Panama.;Light;$48.50/8 ounces;62.0;88.0;21,38;48.5;;boulder, colorado
Sumatra Lake Toba Peaberry;94.0;Yorktown Heights, New York;Lake Toba growing region, northern Sumatra, Indonesia.;Medium;$18.00/12 ounces;47.0;65.0;5,29;18.0;;yorktown heights, new york
Sumatra Ulos Batak;94.0;San Rafael, California;Lintong growing region, North Sumatra Province, Indonesia.;Medium Light;$17.25/12 ounces;56.0;70.0;5,07;17.25;;san rafael, california
Ethiopian Washed Kochere G1 SO Espresso;94.0;Kaohsiung City, Taiwan;Kochere, Yirgacheffe growing region, south-central Ethiopia.;Medium;$12.00/16 ounces;49.0;62.0;2,65;12.0;;kaohsiung city, taiwan
Colombia Granja La Esperanza Grand Cru Mokka;94.0;Topeka, Kansas;Valle del Cauca growing region, Colombia.;Light;$27.50/12 ounces;65.0;86.0;8,08;45804,00;;topeka, kansas
Panama Esmeralda Geisha;96.0;Chicago, Illinois;Boquete growing region, western Panama.;Medium Light;$46.00/10 ounces;57.0;83.0;16,23;46.0;;chicago, illinois
Rum-Barrel Conditioned Ethiopia Gelena Abaya;94.0;Highland Park, New Jersey;Kersa district, Oromia region, southern Ethiopia.;Light;$12.00/8 ounces;65.0;85.0;5,29;12.0;;highland park, new jersey
Finca La Mula Panama Geisha;96.0;Madison, Wisconsin;Chiriqui, western Panama.;Medium Light;$49.25/8 ounces;57.0;81.0;21,72;49.25;;madison, wisconsin
Milepost Kenya Nyeri Ruarai;94.0;Floyd, Virginia;Nyeri growing region, south-central Kenya.;Medium Light;$18.00/12 ounces;58.0;81.0;5,29;18.0;;floyd, virginia
Kenya Thiriku;95.0;Sacramento, California;Nyeri growing region, south-central Kenya.;Medium Light;$17.50/12 ounces;56.0;77.0;5,14;45794,00;;sacramento, california
Ari-Ari Seuri-Seuri;94.0;Paju City (Gyeonggi-do), South Korea;"Kenya; Ethiopia.";Medium Light;$12.00/200 grams;56.0;72.0;6;0.42328042328042326;;paju city (gyeonggi-do), south korea
Jazz Apricot (Espresso);94.0;Taipei, Taiwan;"Sidamo and Yirgacheffe, Ethiopia; Kenya; Sumatra.";Medium;NTD $500/16 ounces;50.0;62.0;110,23;;;taipei, taiwan
Ethiopia Biloya Organic;95.0;Olympia, Washington;Gedeo Zone, Yirgacheffe growing region, southern Ethiopia.;Medium Light;$16.75/12 ounces;55.0;75.0;4,92;16.75;;olympia, washington
Organic Ethiopian Worka Special Prep;94.0;Driftless, Wisconsin;Yirgacheffe growing region, southern Ethiopia.;Light;$17.75/12 ounces;60.0;83.0;5,22;17.75;;driftless, wisconsin
Ethiopia Washed Yirgacheffe Alemu Station;94.0;Chia-Yi, Taiwan;Yirgacheffe growing region, south-central Ethiopia.;Light;$18.00/16 ounces;65.0;88.0;3,97;18.0;;chia-yi, taiwan
Kenya Kianjuri AB;94.0;Boulder, Colorado;Meru County, central Kenya.;Medium;$18.00/12 ounces;53.0;68.0;5,29;18.0;;boulder, colorado
Kenya Nyeri Tambaya Peaberry;94.0;Seattle, Washington;Nyeri growing region, south-central Kenya.;Medium;$19.50/12 ounces;49.0;65.0;5,73;45796,00;;seattle, washington
Ethiopian Yirgacheffe Idido Natural;94.0;Boulder, Colorado;Yirgacheffe growing region, southern Ethiopia.;Medium Light;$18.00/12 ounces;58.0;83.0;5,29;18.0;;boulder, colorado
Kenya AA;95.0;New Taipei City, Taiwan;Central Kenya.;Medium Light;NT$500/8 ounces;56.0;79.0;220,46;500.0;;new taipei city, taiwan
Ethiopia Suke Quto Organic;95.0;Ramsey, Minnesota;Guji Zone, Oromia Region, Sidamo growing region, south-central Ethiopia.;Medium;$14.95/12 ounces;52.0;65.0;4,39;14.95;;ramsey, minnesota
Espresso Blend Spring 15;94.0;New Taipei City, Taiwan;"Ethiopia; Sumatra; Central America.";Medium;NT$290/8 ounces;48.0;54.0;127,87;290.0;;new taipei city, taiwan
Esmeralda Leon Natural Geisha;96.0;La Jolla, California;Cañas Verdes, Boquete growing region, western Panama.;Light;$45.00/8 ounces;71.0;89.0;19,84;45.0;;la jolla, california
Shilcho Ethiopia, Red Cherry Initiative;94.0;San Diego, California;Sidamo (also Sidama) growing region, southern Ethiopia.;Medium;$17.00/12 ounces;53.0;66.0;5;17.0;;san diego, california
Lomi Tasha Worka, Ethiopia;95.0;Los Angeles, California;Yirgacheffe growing district, southern Ethiopia.;Light;$25.00/12 ounces;64.0;85.0;7,35;25.0;;los angeles, california
Laura’s Reserve SL-28;94.0;Holualoa, Hawaii;Holualoa, North Kona growing district, “Big Island” of Hawaii.;Medium;$35.95/8 ounces;53.0;68.0;15,85;35.95;;holualoa, hawaii
Semeon Abay Ethiopia;95.0;Lee, Massachusetts;Southern and/or western Ethiopia.;Light;;66.0;84.0;;;;lee, massachusetts
Kenya Nyeri Rukira AB;95.0;Chia-Yi, Taiwan;Nyeri County, Central Kenya.;Medium;$20.00/16 ounces;49.0;66.0;4,41;20.0;;chia-yi, taiwan
Auromar Camilina Geisha;95.0;Topeka, Kansas;Boquete growing region, western Panama.;Light;$40.00/8 ounces;62.0;88.0;17,64;40.0;;topeka, kansas
Holiday Blend;95.0;Olympia, Washington;"El Salvador; Kenya.";Medium Light;$17.25/12 ounces;59.0;78.0;5,07;17.25;;olympia, washington
Ethiopia Wenago Natural;95.0;Sacramento, California;Gedeo zone, Yirgacheffe growing region, south-central Ethiopia.;Medium Light;$18.00/12 ounces;55.0;73.0;5,29;18.0;;sacramento, california
Panama Geisha Holiday Blend;95.0;Los Angeles, California;Boquete growing region, western Panama.;Light;$24.00/150 grams;67.0;88.0;16;0.8465608465608465;;los angeles, california
Panama Esmeralda Especial Geisha Bosque 2;94.0;Sacramento, California;Boquete growing region, western Panama;Medium;$62.00/8 ounces;50.0;65.0;27,34;62.0;Panama;sacramento, california
Gratitude Special Blend;94.0;Longwood, Florida;Central America.;Medium;$12.50/12 ounces;46.0;64.0;3,67;45789,00;;longwood, florida
Nicaragua Pacamara Reserve Los Congos;94.0;Boulder, Colorado;San Fernando, Nueva Segovia region, Nicaragua.;Medium Light;$18.00/12 ounces;57.0;73.0;5,29;18.0;;boulder, colorado
Kenya Muthonjo AA;94.0;Bellingham, Washington;South-central Kenya.;Medium;$16.00/150 grams;49.0;64.0;10,67;0.564373897707231;;bellingham, washington
Ethiopia Ninety Plus Hachira N2;95.0;Yorktown Heights, New York;Yirgacheffe growing region, southern Ethiopia.;Medium;$30.00/12 ounces;51.0;67.0;8,82;30.0;;yorktown heights, new york
Perci Red Panama Gesha;95.0;Lee, Massachusetts;Silla Del Pando, Volcan, Panama.;Light;$72.45/12 ounces;74.0;101.0;21,3;72.45;;lee, massachusetts
Kenya Karagoto;94.0;Berkeley, California;Nyeri County, Central Highlands, Kenya.;Medium;$12.99/12 ounces;54.0;66.0;3,82;36495,00;;berkeley, california
Nekisse Natural Process Ethiopia;94.0;Lee, Massachusetts;Sidamo (also Sidama) growing region, southern Ethiopia.;Light;$30.95/12 ounces;64.0;89.0;9,1;30.95;;lee, massachusetts
Ethiopia Yirgacheffe Gutiti;94.0;Ramsey, Minnesota;Kochere, Yirgacheffe growing region, south-central Ethiopia.;Medium;$16.95/12 ounces;52.0;69.0;4,98;16.95;;ramsey, minnesota
Ulos Batak Sumatra Peaberry;95.0;Madison, Wisconsin;Northern Sumatra, Indonesia.;Medium Light;$18.50/12 ounces;54.0;78.0;5,44;45795,00;;madison, wisconsin
Ethiopia Konga;94.0;Lexington, Virginia;Konga District, Yirgacheffe growing region, southern Ethiopia.;Medium Light;$16.95/12 ounces;56.0;76.0;4,98;16.95;;lexington, virginia
Kenya AA Top 405A Espresso;95.0;Taoyuan City, Taiwan;Central Kenya.;Medium;NTD$ 1600 / 16 ounces;47.0;62.0;352,74;;;taoyuan city, taiwan
Seasonal Mini-Me Yirgacheffe Washed;94.0;Kaohsiung City, Taiwan;Yirgacheffe growing region, southern Ethiopia.;Medium;NTD $1000/16 ounces;52.0;68.0;220,46;;;kaohsiung city, taiwan
Panama Mama Cata Natural;95.0;Longwood, Florida;Boquete growing region, western Panama.;Medium;$33.95/12 ounces;42.0;63.0;9,98;33.95;;longwood, florida
High Mountain Red Bourbon;95.0;Holualoa, Hawaii;Holualoa, North Kona growing district, “Big Island” of Hawaii.;Medium Light;$34.95/8 ounces;61.0;77.0;15,41;34.95;;holualoa, hawaii
Nicaragua Pacamara Reserve Los Congos;94.0;Sacramento, California;San Fernando, Nueva Segovia region, Nicaragua.;Medium Light;$18.00/12 ounces;56.0;73.0;5,29;18.0;;sacramento, california
Panama Duncan Natural Gesha;94.0;Sacramento, California;El Salto, Boquete growing region, Panama.;Light;$47.00/8 ounces;61.0;81.0;20,72;47.0;;sacramento, california
Guatemala Acatenango Gesha;94.0;Billings, Montana.;Acatenango growing region, Guatemala.;Light;$22.00/8 ounces;72.0;87.0;9,7;22.0;;billings, montana
Kenya Kigwandi AA;94.0;Los Angeles, California;Nyeri County, central Kenya.;Medium Light;$19.95/12 ounces;53.0;70.0;5,86;19.95;;los angeles, california
Ethiopia Homacho Waeno;95.0;Oakland, California;Aleta Wondo, Sidama (also Sidamo) growing region, southern Ethiopia.;Medium Light;;62.0;75.0;;;;oakland, california
Colombia Granja Esperanza Gesha AAA;95.0;Oakland, California;Valle del Cauca growing region, Colombia.;Medium Light;;53.0;76.0;;;;oakland, california
Kenya Mathew Mugo;94.0;Driftless, Wisconsin;Kirinyaga County, central Kenya;Medium Light;$17.95/12 ounces;61.0;79.0;5,28;17.95;Kenya;driftless, wisconsin
Organic Ethiopian Banko Natural;94.0;Driftless, Wisconsin;Gedeo Zone, Yirgacheffe growing region, southern Ethiopia.;Medium Light;$16.75/12 ounces;59.0;75.0;4,92;16.75;;driftless, wisconsin
Kenya Nyeri;94.0;San Luis Obispo, California;Nyeri County, Central Highlands, Kenya.;Medium;$18.00 / 12 ounces;52.0;62.0;5,29;18.0;;san luis obispo, california
Konga Natural Ethiopia;94.0;Topeka, Kansas;Konga District, Yirgacheffe growing region, southern Ethiopia.;Light;$17.82/12 ounces;62.0;84.0;5,24;17.82;;topeka, kansas
Kenya AA Giakanja;94.0;Yorktown Heights, New York;Nyeri County, Central Highlands, Kenya.;Medium Light;;53.0;71.0;;;;yorktown heights, new york
Ethiopia Chele’ Lektu;94.0;Jackson, MIssissippi;Yirgacheffe growing region, southern Ethiopia.;Medium;$14.00/12 ounces;52.0;68.0;4,12;14.0;;jackson, mississippi
Ethiopia Boke Natural Grade 1 Espresso;94.0;Sacramento, California;Boke, Gamo Gofa Zone, Southern Ethiopia.;Medium Light;$17.50/12 ounces;56.0;66.0;5,14;45794,00;;sacramento, california
Kochoha Espresso;94.0;Madison, Wisconsin;Sidamo (also Sidama) growing region, southern Ethiopia.;Medium Light;$14.85/12 ounces;56.0;72.0;4,37;14.85;;madison, wisconsin
Kenya Nyeri Giakanja;95.0;San Diego, California;Nyeri County, Central Highlands, Kenya.;Medium;$28.00/16 ounces;50.0;55.0;6,17;28.0;;san diego, california
Perci N2 L39;94.0;Pu’Er, Yunnan Province, China;Silla Del Pando, Volcan, Panama.;Medium Light;RMB 235/125 g;55.0;78.0;188;;;pu’er, yunnan province, china
Yirgacheffe Aricha Natural G1;94.0;South Korea;Yirgacheffe growing region, southern Ethiopia.;Medium Light;KRW$10,500/100 grams;59.0;74.0;10;;;south korea
Sumatra Tano Batak;94.0;Sacr;Lintong growing region, northern Sumatra, Indonesia.;Medium;$17.50/12 ounces;54.0;66.0;5,14;45794,00;;sacr
Panama Ironman Camilina Geisha;97.0;Los Angeles, California;Boquete growing region, western Panama.;Medium Light;$49.95/8 ounces;58.0;80.0;22,02;49.95;;los angeles, california
Panama Estate Reserve: Elida Estate Natural;94.0;Boulder, Colorado;Boquete growing region, western Panama.;Medium Light;$18.00/12 ounces;58.0;80.0;5,29;18.0;;boulder, colorado
Byron’s Maracaturra Natural Nicaragua;94.0;Fort Bragg, California;Matagalpa growing region, Nicaragua.;Light;$16.50/12 ounces;64.0;80.0;4,85;45793,00;;fort bragg, california
Panama Chiriqui Finca Santa Teresa Geisha;94.0;Los Angeles, California;Volcan growing region, western Panama.;Light;$18.00/8 ounces;72.0;87.0;7,94;18.0;;los angeles, california
Costa Rica Cerro San Luis Natural;94.0;Sacramento, California;San Luis de Grecia, central Costa Rica.;Medium Light;$17.90/12 ounces;57.0;74.0;5,26;45917,00;;sacramento, california
Panama La Berlina Typica Natural;94.0;Tainan City, Taiwan;Boquete growing region, western Panama.;Medium Light;NT$ 480/8 ounces;56.0;76.0;211,64;480.0;;tainan city, taiwan
Costa Rica Flor de Santos Bourbon Natural;94.0;Kowloon, Hong Kong, China;Tarrazu growing region, central Costa Rica.;Medium Light;HK $178/200 grams;57.0;79.0;89;;;kowloon, hong kong, china
Panama NPGE Perci N2;94.0;Seoul, South Korea;Silla Del Pando, Volcan, Panama.;Medium Light;KRW 50,000/200 grams;59.0;77.0;25;;;seoul, south korea
El Salvador Cerro Las Ranas Espresso;94.0;Los Angeles, California;Apaneca, Ataco, El Salvador.;Medium Dark;$15.95/12 ounces;44.0;50.0;4,69;15.95;;los angeles, california
Kii Kenya;94.0;Madison, Wisconsin;South-central Kenya.;Medium Light;$19.95/12 ounces;58.0;73.0;5,86;19.95;;madison, wisconsin
Ethiopia Boke Washed Grade 1;95.0;Sacramento, California;Boke, Gamo Gofa Zone, Southern Ethiopia.;Medium Light;$17.00/12 ounces;57.0;82.0;5;17.0;;sacramento, california
Ethiopia Semeon Abay N3;94.0;Seoul, South Korea;Southern and/or western Ethiopia.;Light;KRW 95,000/100 grams;62.0;87.0;95;;;seoul, south korea
Kenya Kahiriga;94.0;Redlands, California;Murang’a County, central Kenya.;Medium Light;$18.50/12 ounces;56.0;74.0;5,44;45795,00;;redlands, california
Ready-to-Drink Coffee Cold Brew;94.0;Raleigh, North Carolina;Yirgacheffe growing region, southern Ethiopia.;;$6.00/16 fluid ounces;;;1,32;6.0;;raleigh, north carolina
Elida Estate Panama;95.0;La Jolla, California;Elida Estate, western Panama.;Medium Light;$25.99/12 ounces;57.0;74.0;7,64;25.99;;la jolla, california
Kenya Baragwi Kagongo Peaberry;94.0;Bedford, New Hampshire;South-central Kenya.;Medium;$14.50/12 ounces;49.0;71.0;4,26;45791,00;;bedford, new hampshire
Sumatra Ulos Batak;96.0;La Jolla, California;Northern Sumatra, Indonesia;Medium;$17.99/12 ounces;53.0;68.0;5,29;17.99;Indonesia;la jolla, california
Washed Yirgacheffe;94.0;La Jolla, California;Kochere, Yirgacheffe growing region, south-central Ethiopia.;Medium Light;$18.99/12 ounces;54.0;76.0;5,58;18.99;;la jolla, california
Kenya Kikai;95.0;Lexington, Virginia;Bungoma region, western Kenya.;Medium Light;$17.75/12 ounces;57.0;77.0;5,22;17.75;;lexington, virginia
Ethiopia Yirgacheffe Kore Kochore;94.0;Bedford, New Hampshire;Yirgacheffe growing region, south-central Ethiopia.;Medium Light;$14.50/12 ounces;59.0;76.0;4,26;45791,00;;bedford, new hampshire
SO Espresso Brazil Fazenda Rainha Natural;94.0;Ramsey, Minnesota;Mogiana Region, Minas Gerais State, Brazil.;Medium;$12.95/12 ounces;54.0;66.0;3,81;35034,00;;ramsey, minnesota
Papua New Guinea Kunjin;94.0;San Jose, California;Wahgi Valley, Western Highlands, Papua New Guinea.;Light;$16.50/12 ounces;64.0;82.0;4,85;45793,00;;san jose, california
Ethiopia Sidama Ardi;94.0;Santa Monica, California;Guji Zone, Sidama Province, southern Ethiopia.;Medium;$17.00/12 ounces;52.0;61.0;5;17.0;;santa monica, california
Celinga Ethiopia Espresso;94.0;Madison, Wisconsin;Celinga Village, Yirgacheffe growing region, southern Ethiopia.;Medium Light;$16.50/12 ounces;57.0;73.0;4,85;45793,00;;madison, wisconsin
Celinga Ethiopia;95.0;Madison, Wisconsin;Celinga Village, Yirgacheffe growing region, southern Ethiopia.;Medium Light;$16.50/12 ounces;57.0;73.0;4,85;45793,00;;madison, wisconsin
Ethiopia Danch Meng;94.0;Cambria, California;Yirgacheffe growing region, south-central Ethiopia.;Medium Light;$19.50/12 ounces;57.0;77.0;5,73;45796,00;;cambria, california
Ethiopia Moplaco Yirgacheffe;94.0;Taichung City, Taiwan;Yirgacheffe growing region, south-central Ethiopia.;Medium Light;TWD $450/100 grams;58.0;80.0;450;;;taichung city, taiwan
Ethiopia Yirga Natural Bedhatu;94.0;Chia-Yi, Taiwan;Gedeo Zone, Yirgacheffe growing region, southern Ethiopia.;Light;$23.00/16 ounces;65.0;90.0;5,07;23.0;;chia-yi, taiwan
Kenya Nyeri Tambaya AA;95.0;Taichung City, Taiwan;Nyeri growing region, south-central Kenya.;Medium Light;TWD $450/100 grams;55.0;72.0;450;;;taichung city, taiwan
