coffee_name;total_score;roaster_location;coffee_origin;roast_level;est._price;agtron_ground;agtron_roast;price_per_100g;price_per_ounce;origin_country;clean_location;Country
Panama Hacienda La Esmeralda Gesha;96.0;Chicago, Illinois;Boquete growing region, western Panama;Medium Light;$56.00/8 ounces;58.0;78.0;24,69;56.0;Panama;Chicago, Illinois;USA
Ethiopia Cup of Excellence Guji Natural;95.0;Minneapolis, Minnesota;West Guji Zone, Hambela Wamena Woreda, Ethiopia;Light;$19.95/4 ounces;68.0;90.0;17,59;19.95;Ethiopia;Minneapolis, Minnesota;USA
Ethiopia Sidama Telamo FTO Natural;95.0;Berkeley, California;Sidamo (also Sidama) growing region, south-central Ethiopia;Medium Light;$23.00/12 ounces;58.0;76.0;6,76;23.0;Ethiopia;Berkeley, California;USA
Ethiopia Guji Laayyoo Natural;94.0;Minneapolis, Minnesota;Guji Zone, southern Ethiopia;Light;$24.95/12 ounces;64.0;82.0;7,33;24.95;Ethiopia;Minneapolis, Minnesota;USA
Magic Cat Kenya Civet AFCA TOH NO.2 Gatuya Factory New Murarandia AA;94.0;Taichung City, Taiwan;Murang'a County, central Kenya;Medium Light;USD $206.00/8 ounces;56.0;78.0;90,83;;Kenya;Taichung, Taiwan;Taiwan
Ethiopia Grade 1 Chelchele;94.0;San Diego, California;Yirgacheffe growing region, southern Ethiopia;Light;$22.00/12 ounces;62.0;80.0;6,47;22.0;Ethiopia;San Diego, California;USA
Ethiopia Natural Yirgacheffe Gr.1 Cleopatra;95.0;Taoyuan, Taiwan;Yirgacheffe growing region, southern Ethiopia;Medium;NT $1100/8 ounces;47.0;73.0;485,01;1100.0;Ethiopia;Taoyuan, Taiwan;Taiwan
Taiwan Alishan Zhou-Zhu-Yuan Farm Estate Reserve Washed;94.0;Taoyuan, Taiwan;Alishan, Taiwan;Medium;NT $1100/8 ounces;46.0;64.0;485,01;1100.0;Taiwan;Taoyuan, Taiwan;Taiwan
Ethiopia Keramo Zero Oxygen Natural;94.0;Redding, California;Keramo Village, Sidama Region, Ethiopia;Medium Light;$55.00/8 ounces;60.0;78.0;24,25;55.0;Ethiopia;Redding, California;USA
Panama Elida ASD Natural;94.0;Jersey City, New Jersey;Boquete growing region, western Panama;Light;$60.00/150 grams;62.0;80.0;40;2.1164021164021163;Panama;Jersey, New Jersey;USA
Peru Yanesha Geisha;94.0;Kaohsiung City, Taiwan;Pasco Department, Villa Rica, Peru;Medium Light;NT $1,000/8 ounces;61.0;79.0;0,44;;Peru;Kaohsiung, Taiwan;Taiwan
Ethiopia Guji Chembi;95.0;Keelung, Taiwan;Guji Zone, Oromia Region, southern Ethiopia;Medium Light;NT $450/227 grams;58.0;76.0;198,24;15.873015873015872;Ethiopia;Keelung, Taiwan;Taiwan
Kenya Nyeri;94.0;Taipei, Taiwan;Nyeri growing region, south-central Kenya;Medium Light;NT $450/225 grams;57.0;77.0;200;15.873015873015872;Kenya;Taipei, Taiwan;Taiwan
Kona Red Bourbon Anaerobic Washed Uluwehi Farm;95.0;Minneapolis, Minnesota;Holualoa, Kona, Big Island of Hawai’i;Medium Light;$29.95/4 ounces;58.0;74.0;26,41;29.95;;Minneapolis, Minnesota;USA
Wush Wush;95.0;Floyd, Virginia;Sidama growing region, southern Ethiopia;Light;$20.99/12 ounces;60.0;82.0;6,17;20.99;Ethiopia;Floyd, Virginia;USA
Honey Typica Anaerobic;95.0;Captain Cook, Hawai’i;North Kona growing district, “Big Island” of Hawai’i;Medium Light;$75.00/16 ounces;56.0;74.0;16,53;75.0;;Captain Cook, Hawaii;USA
Geisha;94.0;Captain Cook, Hawaii;North Kona growing district, “Big Island” of Hawai’i;Medium Light;$33.00/8 ounces;55.0;71.0;14,55;33.0;;Captain Cook, Hawaii;USA
Panama Abu Natural ASD Geisha BOP GN11;96.0;Chia-Yi, Taiwan;Boquete growing region, western Panama;Medium Light;NT $1200/4 ounces;58.0;76.0;1058,2;1200.0;Panama;Chia-Yi, Taiwan;Taiwan
Ethiopia Kochere Boji;95.0;Lexington, Virginia;Yirgacheffe growing region, southern Ethiopia;Medium Light;$19.95/12 ounces;60.0;77.0;5,86;19.95;Ethiopia;Lexington, Virginia;USA
Panama Finca Minerva-Mirage Pacamara BOP PAC04;95.0;Chia-Yi, Taiwan;Boquete growing region, western Panama;Medium Light;NT $600/4 ounces;46.0;76.0;529,1;600.0;Panama;Chia-Yi, Taiwan;Taiwan
Tanzania Shimiligwanda;94.0;Lexington, Virginia;Songwe Region, southwestern Tanzania;Light;$17.95/12 ounces;62.0;80.0;5,28;17.95;Tanzania;Lexington, Virginia;USA
Ethiopia Natural Guji Blue-Donkey 2020;95.0;Chia-Yi, Taiwan;Guji Zone, Oromia Region, southern Ethiopia;Medium Light;NT $325/8 ounces;59.0;77.0;143,3;325.0;Ethiopia;Chia-Yi, Taiwan;Taiwan
Kenya Washed Peaberry Rnyeusi;94.0;Chia-Yi, Taiwan;Central Province, Kenya;Medium Light;NT $325/8 ounces;52.0;74.0;143,3;325.0;Kenya;Chia-Yi, Taiwan;Taiwan
Ethiopia COE 2nd place Washed Sidamo Rumudamo;94.0;Chia-Yi, Taiwan;Arbegona, Sidama (also Sidamo) growing region, south-central Ethiopia;Medium Light;NT $350/20 grams;60.0;78.0;1750;12.345679012345679;Ethiopia;Chia-Yi, Taiwan;Taiwan
Ethiopia Yirgacheffe Natural Haru Suke G1;94.0;Chia-Yi, Taiwan;Gedeo, Yirgacheffe growing region, south-central Ethiopia;Medium Light;NT $310/8 ounces;60.0;80.0;136,68;310.0;Ethiopia;Chia-Yi, Taiwan;Taiwan
Finca Sophia Gesha Washed;98.0;San Rafael, California;Nueva Suiza, Chiriquí, Panama;Medium Light;$50.00/4 ounces;58.0;76.0;44,09;50.0;Panama;San Rafael, California;USA
Colombia Granja La Esperanza Java Anaerobic;95.0;San Diego, California;Valle del Cauca growing region, Colombia;Medium Light;$85.00/6 ounces;53.0;73.0;49,97;85.0;Colombia;San Diego, California;USA
Shantawene Ethiopia Daya Bensa Natural;94.0;San Diego, California;Sidamo (also Sidama) growing region, south-central Ethiopia;Light;$19.00/12 ounces;62.0;80.0;5,59;19.0;Ethiopia;San Diego, California;USA
Kenya AA FAQ;94.0;Yilan, Taiwan;Kenya;Medium Light;NT $330/200 grams;60.0;77.0;165;11.64021164021164;Kenya;Yilan, Taiwan;Taiwan
Ardent Ethiopia Natural;97.0;Madison, Wisconsin;Sidamo (also Sidama) growing region, south-central Ethiopia;Medium Light;$35.00/8 ounces;57.0;77.0;15,43;35.0;Ethiopia;Madison, Wisconsin;USA
Kona Mocca®;96.0;Holualoa, Hawai’i;Holualoa, North Kona growing district, “Big Island” of Hawai’i;Medium Light;$74.95/8 ounces;52.0;70.0;33,05;74.95;;Holualoa, Hawaii;USA
Holiday Coffee;94.0;Holualoa, Hawai’i;Holualoa, North Kona growing district, “Big Island” of Hawai’i;Medium Light;$39.95/8 ounces;54.0;74.0;17,61;39.95;;Holualoa, Hawaii;USA
Ethiopia Dur Feres Natural;94.0;Floyd, Virginia;Sidamo (also Sidama) growing region, south-central Ethiopia;Medium Light;$18.99/12 ounces;60.0;78.0;5,58;18.99;Ethiopia;Floyd, Virginia;USA
Kenya AA Ares Phoenix Special;96.0;Taoyuan, Taiwan;Nyeri growing region, south-central Kenya;Medium;NT $900/8 ounces;44.0;60.0;396,83;900.0;Kenya;Taoyuan, Taiwan;Taiwan
Esmeralda Estate Panama Geisha;94.0;London, England;Boquete growing region, western Panama;;£45/10 capsules;0.0;0.0;;;Panama;London, England;United Kingdom
GW01 Finca Sophia Olympus Geisha;98.0;Yilan, Taiwan;Nueva Suiza, Chiriquí, Panama;Medium Light;NT $5,000/20 grams;58.0;76.0;25;;Panama;Yilan, Taiwan;Taiwan
La Esperanza Colombian Natural X.O.;94.0;Durango, Colorado;Valle de Cauca, Colombia;Medium Light;$16.95/12 ounces;54.0;70.0;4,98;16.95;Colombia;Durango, Colorado;USA
Taiwan Geisha Honey;94.0;Minneapolis, Minnesota;Alishan, Taiwan;Light;$64.95/4 ounces;62.0;80.0;57,28;64.95;Taiwan;Minneapolis, Minnesota;USA
Camilina Geisha;95.0;San Diego, California;Piedra Candela, Chiriqui Province, western Panama;Medium Light;$85.00/6 ounces;60.0;78.0;49,97;85.0;Panama;San Diego, California;USA
Hacienda La Esmeralda Buenos Aires Geisha Natural;95.0;Topeka, Kansas;Jaramillo, Panama;Medium Light;$65.00/8 ounces;54.0;70.0;28,66;65.0;Panama;Topeka, Kansas;USA
Ethiopia Sidama Bona Washed G1;94.0;Hsinchu, Taiwan;Sidamo (also Sidama) growing region, south-central Ethiopia;Medium Light;$29.00/8 ounces;58.0;78.0;12,79;29.0;Ethiopia;Hsinchu, Taiwan;Taiwan
Sidama Extreme Papilio Washed;94.0;Taichung City, Taiwan;Sidamo (also Sidama) growing region, south-central Ethiopia;Medium Light;$25.00/12 ounces;59.0;74.0;7,35;25.0;Ethiopia;Taichung, Taiwan;Taiwan
Finca Santa Isabel;94.0;Antigua, Guatemala;Cobán growing region, Alta Verapaz, Guatemala;Medium Light;$13.00/12 ounces;55.0;73.0;3,82;13.0;Guatemala;Antigua, Guatemala;Guatemala
Finca San Carlos;94.0;Antigua, Guatemala;Antigua growing region, Guatemala;Medium Light;$13.00/12 ounces;56.0;72.0;3,82;13.0;Guatemala;Antigua, Guatemala;Guatemala
Ethiopia Natural Guji D Minor Special Lot;97.0;Chia-Yi, Taiwan;Guji Zone, Oromia Region, southern Ethiopia;Medium Light;NT $400/8 ounces;60.0;76.0;176,37;400.0;Ethiopia;Chia-Yi, Taiwan;Taiwan
2020 Savage Auction Deborah Carbonic-Macerated Natural Geisha;94.0;Chia-Yi, Taiwan;Chiriqui, Boquete growing region, western Panama;Medium Light;NT $750/4 ounces;58.0;74.0;661,38;750.0;Panama;Chia-Yi, Taiwan;Taiwan
Costa Rica Cordillera del Fuego;94.0;Johns Creek, Georgia;Tarrazu, Costa Rica;Medium Light;$29.99/10 ounces;58.0;76.0;10,58;29.99;Rica;Johns Creek, Georgia;USA
Ethiopia Bombe Mountains;94.0;Jersey City, New Jersey;Bombe mountains, Sidama Region, southern Ethiopia;Medium Light;$25.00/12 ounces;58.0;76.0;7,35;25.0;Ethiopia;Jersey, New Jersey;USA
Ethiopia Yirgacheffe G1 Natural Asfaw Maru;94.0;Bozeman, Montana;Yirgacheffe growing region, southern Ethiopia;Medium Light;$16.95/12 ounces;52.0;70.0;4,98;16.95;Ethiopia;Bozeman, Montana;USA
Coffea Diversa Rume Sudan Winey;95.0;Minneapolis, Minnesota;Suchitan, Guatemala;Light;$19.95/4 ounces;64.0;84.0;17,59;19.95;Guatemala;Minneapolis, Minnesota;USA
Hawai’i Puna Anaerobic Washed;94.0;Minneapolis, Minnesota;Puna growing region, Big Island of Hawai’i;Medium Light;$19.95/4 ounces;58.0;76.0;17,59;19.95;;Minneapolis, Minnesota;USA
Colombia Hacienda Casablanca;94.0;Toronto, Ontario, Canada;Cundinamarca, Colombia;Medium Light;US $20.00/12 ounces;62.0;78.0;5,88;;Colombia;Toronto, Canada;Canada
Ethiopia Natural Guji Kercha Lot Riverside;94.0;Chia-Yi, Taiwan;Guji Zone, Oromia Region, southern Ethiopia;Medium Light;NT $275/8 ounces;58.0;78.0;121,25;275.0;Ethiopia;Chia-Yi, Taiwan;Taiwan
Costa Rica Yellow Honey Lot Kinka Bear;94.0;Chia-Yi, Taiwan;Costa Rica;Medium Light;NT $250/8 ounces;52.0;70.0;110,23;250.0;Rica;Chia-Yi, Taiwan;Taiwan
San Diego Natural;95.0;Madison, Wisconsin;Tarrazu, Costa Rica;Medium Light;$17.90/12 ounces;55.0;75.0;5,26;45917;Rica;Madison, Wisconsin;USA
Buna Boka #1;94.0;Madison, Wisconsin;idamo (also Sidama) growing region, south-central Ethiopia;Medium Light;$18.75/12 ounces;60.0;78.0;5,51;18.75;Ethiopia;Madison, Wisconsin;USA
El Jardin;94.0;Madison, Wisconsin;Antioquia, Colombia;Medium Light;$28.00/8 ounces;58.0;74.0;12,35;28.0;Colombia;Madison, Wisconsin;USA
Kenya Wachuri;95.0;San Rafael, California;Nyeri growing region, south-central Kenya;Medium;$22.00/12 ounces;48.0;66.0;6,47;22.0;Kenya;San Rafael, California;USA
Kenya Baragwi Guama AB;95.0;Bedford, New Hampshire;Kirinyaga District, south-central Kenya;Medium Light;$17.00/12 ounces;60.0;80.0;5;17.0;Kenya;Bedford, New Hampshire;USA
Kenya ARES;95.0;Taipei, Taiwan;Nyeri growing region, south-central Kenya;Medium Light;NT $380/115 grams;54.0;74.0;330,43;13.403880070546737;Kenya;Taipei, Taiwan;Taiwan
Empress Kenya;95.0;Taipei, Taiwan;Kiambu growing region, south-central Kenya;Medium Light;NT $550/225 grams;58.0;74.0;244,44;19.400352733686066;Kenya;Taipei, Taiwan;Taiwan
Kenya Kiambu AB Top Lot;94.0;Chia-Yi, Taiwan;Kiambu growing region, south-central Kenya;Medium Light;NT $450/227 grams;54.0;72.0;198,24;15.873015873015872;Kenya;Chia-Yi, Taiwan;Taiwan
Kenya Kiambu Maua Lot AB;94.0;Chia-Yi, Taiwan;Kiambu growing region, south-central Kenya;Medium Light;NT $325/8 ounces;60.0;78.0;143,3;325.0;Kenya;Chia-Yi, Taiwan;Taiwan
Kenya Thunguri AA;94.0;Los Angeles, California;Kirinyaga District, south-central Kenya;Medium Light;$21.95/12 ounces;58.0;80.0;6,45;21.95;Kenya;Los Angeles, California;USA
Kenya Kirinyaga Kabare Karani AA;94.0;Toronto, Ontario, Canada;Kirinyaga District, south-central Kenya;Medium Light;CAD $22.00/225 grams;60.0;78.0;9,78;;Kenya;Toronto, Canada;Canada
Kenya Kirinyaga Kii;94.0;Yilan, Taiwan;Kirinyaga District, south-central Kenya;Medium Light;NT $500/200 grams;57.0;77.0;250;17.636684303350968;Kenya;Yilan, Taiwan;Taiwan
Kenya Rungeto;94.0;Carlsbad, California;Kirinyaga District, south-central Kenya;Medium Light;$23.00/12 ounces;56.0;72.0;6,76;23.0;Kenya;Carlsbad, California;USA
Kenya AA Top Gatomboya;94.0;Martinez, California;Nyeri growing region, south-central Kenya;Medium Light;$12.00/8 ounces;54.0;72.0;5,29;12.0;Kenya;Martinez, California;USA
Heart & Soul Espresso Blend;94.0;Martinez, California;"Guatemala; Ethiopia";Medium;$12.00/8 ounces;50.0;70.0;5,29;12.0;Ethiopia;Martinez, California;USA
Ethiopia Banko Gotiti;94.0;San Diego, California;Kochere, Yirgacheffe growing region, south-central Ethiopia;Medium Light;$20.00/12 ounces;57.0;77.0;5,88;20.0;Ethiopia;San Diego, California;USA
Ethiopia Yabitu Koba;94.0;Santa Rosa Beach, Florida;Guji Zone, southern Ethiopia;Medium Light;$20.00/12 ounces;58.0;78.0;5,88;20.0;Ethiopia;Santa Rosa Beach, Florida;USA
Ethiopia Banko Gotiti;94.0;Topeka, Kansas;Kochere, Yirgacheffe growing region, south-central Ethiopia;Medium Light;$19.50/12 ounces;60.0;78.0;5,73;45796;Ethiopia;Topeka, Kansas;USA
Rhapsody of Dreams;94.0;Chia-Yi City, Taiwan;Kenya, Colombia;Medium Light;NT $450/227 grams;58.0;74.0;198,24;15.873015873015872;Colombia;Chia-Yi, Taiwan;Taiwan
Laura’s Reserve SL34;95.0;Holualoa, Hawai’i;Holualoa, North Kona growing district, “Big Island” of Hawai'i;Medium Light;$62.95/8 ounces;60.0;78.0;27,76;62.95;;Holualoa, Hawaii;USA
Ethiopia Reko Yirgacheffe;94.0;Sacramento, California;Yirgacheffe growing region, Ethiopia;Medium Light;$20.50/12 ounces;60.0;76.0;6,03;45797;Ethiopia;Sacramento, California;USA
Colombia Asobombo Inza;94.0;Bedford, New Hampshire;Cauca, Colombia;Light;$16.00/12 ounces;62.0;84.0;4,7;16.0;Colombia;Bedford, New Hampshire;USA
Ethiopia Sidamo Natural Twakok G1;94.0;Kaohsiung, Taiwan;Sidamo (also Sidama) growing region, south-central Ethiopia;Medium Light;NT $550/230 grams;52.0;72.0;239,13;19.400352733686066;Ethiopia;Kaohsiung, Taiwan;Taiwan
Panama Boquete Torre Lot #1 Geisha Honey;94.0;Kaohsiung, Taiwan;Boquete, Panama;Light;NT $2500/100 grams;62.0;80.0;2500;88.18342151675485;Panama;Kaohsiung, Taiwan;Taiwan
Yellow Caturra (special lot);94.0;Ka'u, Hawaii;Ka’u growing region, Big island of Hawai’i;Medium Light;$15.00/4 ounces;56.0;70.0;13,23;15.0;;Ka'u, Hawaii;USA
Hawai’i Kilauea Volcano Yeast Fermentation Washed;96.0;Minneapolis, Minnesota;Puna, Big Island of Hawai’i;Medium Light;$29.95/4 ounces;58.0;76.0;26,41;29.95;;Minneapolis, Minnesota;USA
Kona Pink Honey Black Rock Farm;94.0;Minneapolis, Minnesota;Kona, Big Island of Hawai’i;Medium Light;$24.95/4 ounces;58.0;78.0;22;24.95;;Minneapolis, Minnesota;USA
Ethiopia Kayon Mountain;94.0;Lexington, Virginia;Odo Shakiso District, Guji Zone, southern Ethiopia;Medium Light;$19.95/12 ounces;60.0;78.0;5,86;19.95;Ethiopia;Lexington, Virginia;USA
Benti Nenqa #209 Ethiopia;94.0;Madison, Wisconsin;Guji Zone, Oromia Region, southern Ethiopia;Medium Light;$18.75/12 ounces;60.0;78.0;5,51;18.75;Ethiopia;Madison, Wisconsin;USA
El Salvador Santa Elena Pacamara;94.0;Yilan, Taiwan;Chalatenango, El Salvador;Medium Light;NT $500/200 grams;54.0;70.0;250;17.636684303350968;Salvador;Yilan, Taiwan;Taiwan
Ethiopia Sheka Kawo Kamina Natural;95.0;Minneapolis, Minnesota;Illubabor Zone, Oromia Region, Ethiopia;Medium Light;$24.95/12 ounces;58.0;72.0;7,33;24.95;Ethiopia;Minneapolis, Minnesota;USA
Black Swan Blend;94.0;Chia-Yi, Taiwan;"Colombia; Guatemala; Ethiopia";Medium Light;NT $260/8 ounces;54.0;70.0;114,64;260.0;Ethiopia;Chia-Yi, Taiwan;Taiwan
Indonesia Lintong Mandheling;94.0;Taipei, Taiwan;Lintong growing region, North Sumatra Province, Indonesia;Medium Light;NT $450/225 grams;58.0;78.0;200;15.873015873015872;Indonesia;Taipei, Taiwan;Taiwan
Ethiopia Yirgacheffe Natural Farm Direct;94.0;Henderson, Nevada;Yirgacheffe growing region, south-central Ethiopia;Medium Light;$22.00/12 ounces;58.0;76.0;6,47;22.0;Ethiopia;Henderson, Nevada;USA
Kenya Karatina AA 2020;94.0;Henderson, Nevada;Nyeri growing region, south-central Kenya;Medium Light;$24.00/12 ounces;58.0;76.0;7,05;24.0;Kenya;Henderson, Nevada;USA
Colombia San Luís Gesha;94.0;Johns Creek, Georgia;Tolima, Colombia;Medium Light;$24.99/10 ounces;60.0;76.0;8,81;24.99;Colombia;Johns Creek, Georgia;USA
Karani Kenya;95.0;Madison, Wisconsin;Kirinyaga, Kenya;Medium Light;$21.00/12 ounces;56.0;74.0;6,17;21.0;Kenya;Madison, Wisconsin;USA
Miraflores Colombia;95.0;Madison, Wisconsin;Sevilla, San Augustin, Huila, Colombia;Medium Light;$22.00/12 ounces;58.0;78.0;6,47;22.0;Colombia;Madison, Wisconsin;USA
Kenya Gatuya;94.0;Truckee, California;Murang'a County, central Kenya;Medium Light;$21.00/12 ounces;55.0;73.0;6,17;21.0;Kenya;Truckee, California;USA
Flight Seasonal Espresso;94.0;Floyd, Virginia;Ethiopia;Medium Light;$18.49/12 ounces;58.0;80.0;5,44;18.49;Ethiopia;Floyd, Virginia;USA
Kenya Gicherori;94.0;Sacramento, California;Embu, Kenya;Medium Light;$23.50/12 ounces;58.0;78.0;6,91;45800;Kenya;Sacramento, California;USA
Ethiopia Kayon Mountain (Natural);94.0;Floyd, Virginia;Odo Shakiso District, Guji Zone, southern Ethiopia;Light;$18.99/12 ounces;64.0;92.0;5,58;18.99;Ethiopia;Floyd, Virginia;USA
Ethiopia Kayon Mountain (Washed);94.0;Floyd, Virginia;Odo Shakiso District, Guji Zone, southern Ethiopia;Light;$18.49/12 ounces;62.0;88.0;5,44;18.49;Ethiopia;Floyd, Virginia;USA
Ethiopia Dame Dabaye;95.0;Spokane, Washington;Guji Zone, Oromia Region, Southern Ethiopia;Medium Light;$16.00/12 ounces;60.0;76.0;4,7;16.0;Ethiopia;Spokane, Washington;USA
Kenya Nyeri AB Nyeshun;96.0;Chia-Yi, Taiwan;Nyeri growing region, south-central Kenya;Medium Light;NT $400/8 ounces;58.0;78.0;176,37;400.0;Kenya;Chia-Yi, Taiwan;Taiwan
Ethiopia Guji Bishala;94.0;Chia-Yi, Taiwan;Guji Zone, Oromia Region, southern Ethiopia;Medium Light;NT $290/8 ounces;58.0;76.0;127,87;290.0;Ethiopia;Chia-Yi, Taiwan;Taiwan
Ethiopia Wegida Natural;94.0;Viroqua, Wisconsin;Yirgacheffe growing region, southern Ethiopia;Light;$20.00/12 ounces;62.0;80.0;5,88;20.0;Ethiopia;Viroqua, Wisconsin;USA
Ka’u Red Caturra Peaberry;94.0;Kihei, Maui, Hawaii;Wood Valley, Ka’u, Big Island of Hawai’i;Medium Light;$50.00/12 ounces;58.0;78.0;14,7;50.0;;Maui, Hawaii;USA
Wush Wush Ginbo Keffa Ethiopia;95.0;Eugene, Oregon;Sidama growing region, southern Ethiopia;Medium Light;$24.00/16 ounces;60.0;74.0;5,29;24.0;Ethiopia;Eugene, Oregon;USA
Burundi Karehe;95.0;Renton, Washington;Ngozi Province, Burundi;Medium Light;$20.00/12 ounces;60.0;76.0;5,88;20.0;Burundi;Renton, Washington;USA
Ethiopia Guji Natural;94.0;Atlanta, Georgia;Guji Zone, Oromia Region, Southern Ethiopia;Light;$18.00/12 ounces;64.0;83.0;5,29;18.0;Ethiopia;Atlanta, Georgia;USA
Ethiopia Gera Estate Natural;94.0;Harrisonburg, Virginia;Agaro Gera, Jimma Zone, Oromia Region, Ethiopia;Light;$15.99/12 ounces;67.0;96.0;4,7;15.99;Ethiopia;Harrisonburg, Virginia;USA
Estelí Nicaragua;94.0;Washington, D.C.;Dipilto, Nicaragua;Medium Light;$15.00/8 ounces;60.0;79.0;6,61;15.0;Nicaragua;Washington, D.C.;USA
Limu Ethiopia Natural;94.0;Des Moines, Iowa;Jimma Zone, Oromia State, Ethiopia;Light;$14.00/12 ounces;66.0;85.0;4,12;14.0;Ethiopia;Des Moines, Iowa;USA
Colombia Finca El Roblar;94.0;Jackson, Mississippi;Suaza, Huila, Colombia;Medium Light;$16.50/12 ounces;60.0;76.0;4,85;45793;Colombia;Jackson, Mississippi;USA
Guatemala Bella Carmona;94.0;Crystal Lake, Illinois;Antigua, Guatemala;Medium Light;$19.00/12 ounces;58.0;74.0;5,59;19.0;Guatemala;Crystal Lake, Illinois;USA
Ethiopia Yirgacheffe Kochere Debo;94.0;Thermopolis, Wyoming;Yirgacheffe growing region, southern Ethiopia;Medium Light;$14.00/12 ounces;54.0;70.0;4,12;14.0;Ethiopia;Thermopolis, Wyoming;USA
Kilauea Volcano Champagne Natural;95.0;Minneapolis, Minnesota;Volcano, Puna District, Big Island of Hawai’i;Light;$29.95/4 ounces;64.0;80.0;26,41;29.95;;Minneapolis, Minnesota;USA
Nicaragua La Benedicion SL28 Natural;94.0;Minneapolis, Minnesota;Nueva Segovia, Nicaragua;Light;$19.95/6 ounces;62.0;80.0;11,73;19.95;Nicaragua;Minneapolis, Minnesota;USA
Colombia Tolima Geisha;94.0;Minneapolis, Minnesota;Tolima, Colombia;Light;$19.98/4 ounces;62.0;82.0;17,62;19.98;Colombia;Minneapolis, Minnesota;USA
Ethiopia Haro Guta Natural;94.0;Taipei, Taiwan;Guji Zone, Oromia Region, southern Ethiopia;Light;NT $400/8 ounces;62.0;80.0;176,37;400.0;Ethiopia;Taipei, Taiwan;Taiwan
Kenya AA Kirinyaga Kii;95.0;Kaohsiung City, Taiwan;Kirinyaga District, south-central Kenya;Medium Light;NT $600/8 ounces;60.0;78.0;264,55;600.0;Kenya;Kaohsiung, Taiwan;Taiwan
Colombia Antioquia La Papaya Bourbon Chiroso;94.0;Kaohsiung City, Taiwan;Antioquia Department, northwest Colombia;Medium Light;NT $700/8 ounces;62.0;76.0;308,64;700.0;Colombia;Kaohsiung, Taiwan;Taiwan
Karimiuki Espresso;96.0;Madison, Wisconsin;Kirinyaga, Kenya;Medium Light;$21.00/12 ounces;58.0;76.0;6,17;21.0;Kenya;Madison, Wisconsin;USA
Karimiuki Kenya;95.0;Madison, Wisconsin;Kirinyaga, Kenya;Medium Light;$21.00/12 ounces;58.0;76.0;6,17;21.0;Kenya;Madison, Wisconsin;USA
Colombia San Pedro;94.0;Denver, Colorado;Acevedo, Huila Department, Colombia;Medium Light;$19.00/12 ounces;56.0;72.0;5,59;19.0;Colombia;Denver, Colorado;USA
DR Congo, Gera Village, SOPACDI;94.0;Crystal Lake, Illinois;South Kivu Province, the Democratic Republic of the Congo;Medium Light;$21.00/12 ounces;58.0;76.0;6,17;21.0;Congo;Crystal Lake, Illinois;USA
El Floral Colombia;95.0;Madison, Wisconsin;Planadas, Tolima Department, Colombia;Medium Light;$21.00/12 ounces;59.0;77.0;6,17;21.0;Colombia;Madison, Wisconsin;USA
El Salvador Geisha Natural;94.0;Minneapolis, Minnesota;Chalatenango, El Salvador;Medium Light;$16.95/6 ounces;58.0;74.0;9,96;16.95;Salvador;Minneapolis, Minnesota;USA
Ethiopia Natural Guji Lot D Minor;95.0;Chia-Yi, Taiwan;Guji Zone, Oromia Region, Southern Ethiopia;Medium Light;NT $275/8 ounces;58.0;76.0;121,25;275.0;Ethiopia;Chia-Yi, Taiwan;Taiwan
Taiwan Natural Alishan Zhuo-Wu Farm Geisha;94.0;Chia-Yi, Taiwan;Alishan, Chaiyi, Taiwan;Medium Light;NT $1,000/4 ounces;56.0;72.0;0,88;;Taiwan;Chia-Yi, Taiwan;Taiwan
All Rise;94.0;Roanoke, Virginia and Floyd, Virginia;"Ethiopia; Democratic Republic of the Congo";Medium Light;$20.00/12 ounces;54.0;72.0;5,88;20.0;Congo;Roanoke, Virginia;USA
Guji Uraga Nitro Cold Brew;94.0;Denver, Colorado;Guji Zone, Oromia region, southern Ethiopia;;$3.99/8-ounce can;0.0;0.0;1,76;;Ethiopia;Denver, Colorado;USA
